position,title,artist,year,month,day
1,you should be dancing,bee gees,1976,8,28
4,heaven must be missing an angel (part 1),tavares,1976,8,28
6,you'll never find another love like mine,lou rawls,1976,8,28
8,everyman (has to carry his own weight),double exposure,1976,8,28
9,part 3 (all cuts),k.c. & the sunshine band,1976,8,28
8,young hearts run free / run to me / destiny,candi staton,1976,9,4
4,let's make a deal/i've got you under my skin/be mine,gloria gaynor,1976,9,11
2,the best disco in town,the ritchie family,1976,9,18
4,i don't wanna lose your love,the emotions,1976,9,18
1,cherchez la femme / sour and sweet / i'll play the fool,dr. buzzard's original savannah band,1976,10,2
5,you + me = love,the undisputed truth,1976,10,2
1,my sweet summer suite / brazilian love song,love unlimited orchestra,1976,10,9
9,full time thing (between dusk and dawn),whirlwind,1976,10,16
1,midnight love affair / crime don't pay,carol douglas,1976,10,23
7,calypso breakdown / where is the love / jam on the groove,ralph macdonald,1976,10,23
10,let's get it together / fait le chat (do the cat),el coco,1976,10,23
1,down to love town,the originals,1976,10,30
3,nice 'n' naasty / salsoul 3001 / don't beat around the bush,the salsoul orchestra,1976,10,30
9,daylight / should i stay / how about me / i won't let you go,vicki sue robinson,1976,11,20
3,car wash,rose royce,1976,11,27
4,makes you blind,glitter band,1976,11,27
1,four seasons of love (all cuts),donna summer,1976,12,11
2,another star / i wish / sir duke / isn't she lovely,stevie wonder,1976,12,11
5,welcome to our world (of merry music),mass production,1976,12,18
1,don't leave me this way / any way you like it,thelma houston,1977,1,1
5,you're my driving wheel / let yourself go / love i never knew,the supremes,1977,1,8
7,sorry/that's the trouble,grace jones,1977,1,8
5,"magic's in the air/boy, i really tied one on",esther phillips,1977,1,15
6,dancin' / searching for love / far out,crown heights affair,1977,1,15
7,dazz,brick,1977,1,15
2,tea dance (all cuts),d.c. larue,1977,1,22
4,spring rain,silvetti,1977,2,5
7,disco lucy (i love lucy theme),wilton place street band,1977,2,5
10,funk de mambo (dance to the music),karma,1977,2,5
4,love in motion / givin' back the feeling,george mccrae,1977,2,12
7,theme from king kong,love unlimited orchestra,1977,2,12
1,disco inferno / starvin' / body contact contract,the trammps,1977,2,19
3,dreamin / ripped off,loleatta holloway,1977,2,19
4,love in 'c' minor,the heart and soul orchestra,1977,2,19
8,life is music / lady luck / disco blues,the ritchie family,1977,2,19
6,call me your six million dollar man / hurry up & wait / been decided,the originals,1977,2,26
10,tattoo man,denise mccann,1977,2,26
2,love in c minor / midnight lady,cerrone,1977,3,26
4,"n.y., you got me dancing",andrea true connection,1977,4,9
5,up jumped the devil,john davis and the monster orchestra,1977,4,9
2,uptown festival,shalamar,1977,4,16
4,twenty-four hours a day,barbara,1977,4,16
1,do what you wanna do,t-connection,1977,4,23
2,slow down,john miles,1977,4,30
3,i caught your act,the hues corporation,1977,5,7
1,i need a man,grace jones,1977,5,14
2,i gotta keep dancin',carrie,1977,5,14
3,superman / one love,celi bee & the buzzy bunch,1977,5,14
7,"you can't hide from yourself / i don't love you anymore / the more i get, t",teddy pendergrass,1977,5,14
1,got to give it up (pt. i),marvin gaye,1977,5,21
6,discomania,the lovers,1977,5,28
2,could heaven ever be like this (part 1),idris muhammad,1977,6,4
9,do ya wanna get funky with me,peter brown,1977,6,4
1,devil's gun/we got our own thing/sure can't go to,c.j. & company,1977,6,11
3,magic bird of fire / getaway / run away,the salsoul orchestra,1977,6,18
6,sweet dynamite,claudja barry,1977,6,18
6,cerrone's paradise/take me,cerrone,1977,7,2
7,get on the funk train,munich machine,1977,7,2
1,i remember yesterday (all cuts),donna summer,1977,7,9
5,the way you do the things you do,foxy,1977,7,9
9,nowhere to run pt. 1,the dynamic superiors,1977,7,9
6,the magic is you,john davis and the monster orchestra,1977,7,16
8,doctor love,first choice,1977,7,16
1,accidental lover / i found love (now that i found you),love and kisses,1977,8,6
5,"carry on, turn me on/tango in space",spaces,1977,8,6
3,"i feel love (theme from ""the deep"")",donna summer,1977,8,13
9,magic fly,kebekelektrik,1977,8,20
1,quiet village/african queens/summer dance,the ritchie family,1977,8,27
2,hold tight,vicki sue robinson,1977,8,27
6,star wars theme/cantina band,meco,1977,9,3
10,choosing you/shoo doo fu fu ooh,lenny williams,1977,9,3
1,village people (all cuts),village people,1977,9,24
2,from here to eternity / too hot to handle / first hand experience in second,giorgio,1977,9,24
5,je taime/violation/on a rien perore,saint tropez,1977,9,24
6,cocomotion/i'm mad as hell/love to the world / got that feeling,el coco,1977,10,1
7,music,montreal sound,1977,10,1
4,don't let me be misunderstood,santa esmeralda,1977,10,8
5,it's ecstasy when you lay down next to me,barry white,1977,10,8
2,cosmic wind/thebull/belly boogie,mike theodore orchestra,1977,10,15
2,girl don't make me wait/ love shock,pattie brooks,1977,10,29
10,what i did for love/tomorrow/la vie en rose,grace jones,1977,10,29
7,i can't turn you loose / block party,anthony white,1977,11,5
1,"dance, dance, dance (yowsah, yowsah, yowsah)",chic,1977,11,19
3,native new yorker,odyssey,1977,11,19
2,i got to have your love / there's fire down below / disco pool blues,fantastic four,1977,11,26
9,l.a. bound (all cuts),king errison,1977,11,26
5,le spank,le pamplemousse,1977,12,3
3,can't you feel it/magic love/hold me squeeze me/di,michele,1977,12,10
5,on fire,t-connection,1977,12,10
6,moon boots,o.r.s.,1977,12,10
9,"what's your name,what's your number",andrea true connection,1977,12,24
6,the night the lights went out,the trammps,1977,12,31
1,once upon a time (all cuts),donna summer,1978,1,7
3,two hot for love! (all cuts),t.h.p. orchestra,1978,1,7
1,supernature/give me love/love is here,cerrone,1978,1,21
8,shame,"evelyn ""champagne"" king",1978,1,21
6,"dancin' fever / johnny, johnny please come home",claudja barry,1978,1,28
1,let's all chant/love express,the michael zager band,1978,2,18
3,stayin' alive / night fever / more than a woman,bee gees,1978,2,25
1,dance little dreamer/risky changes,bionic boogie,1978,3,4
3,africanism/gimme some lovin',kongas,1978,3,11
5,chattanooga choo choo/rainy night in rio,tuxedo junction,1978,3,11
1,romeo & juliet,alec r. costandinos and the synconic orchestra,1978,3,18
8,galaxy,war,1978,3,25
1,come into my heart (all cuts),usa-european connection,1978,4,1
4,dance with me,peter brown with betty wright,1978,4,1
6,i can't stand the rain,eruption,1978,4,15
1,voyage (all cuts),voyage,1978,4,22
6,rio de janeiro,gary criss,1978,4,22
1,if my friends could see me now,linda clifford,1978,4,29
4,macho man (all cuts),village people,1978,4,29
8,seven deadly sins (all cuts),lauren ,1978,4,29
9,gettin' the spirit (all cuts),roberta kelly,1978,5,6
2,"come on dance, dance / touch me on my hot spot",saturday night band,1978,5,13
7,let yourself go,t-connection,1978,5,13
5,"how much, how much i love you / beauty and the beast",love and kisses,1978,5,20
7,at the discotheque,lipstique,1978,6,3
9,flight to versailles/late november/california drea,grand tour,1978,6,3
3,rough diamond/fever/touch my heart,madleen kane,1978,6,10
1,last dance / after dark / thank god it's friday / take it to the zoo,donna summer,1978,6,17
4,the garden of love (all cuts),don ray,1978,6,17
10,spend the night with me/mission to venus,silver convention,1978,6,24
3,you and i,rick james,1978,7,8
1,boogie oogie oogie,a taste of honey,1978,7,15
8,whistle bump,eumir deodato,1978,7,15
5,i love america / where is my woman / got a feeling,patrick juvet,1978,7,22
9,perfect love affair / cosmic melody,constellation orchestra,1978,7,22
10,mellow lovin',judy cheeks,1978,7,22
10,saturday / sorcerer / having a party / i like love,norma jean,1978,7,29
9,war dance/mirage,kebekelektrik,1978,8,5
1,hot shot,karen young,1978,8,12
6,miss you,the rolling stones,1978,8,12
1,dance (disco heat) / you make me feel (mighty real),sylvester,1978,8,19
3,do or die / pride / fame,grace jones,1978,8,19
9,i don't know what i'd do (if you ever left me),sweet cream,1978,8,19
9,dancing in paradise / love in your life,el coco,1978,9,2
5,think it over,cissy houston,1978,9,9
3,victim,candi staton,1978,9,16
6,superstar/go for the money,bob mcgilpin,1978,9,30
7,star cruiser (all cuts),gregg diamond,1978,9,30
1,keep on jumpin' / in the bush,musique,1978,10,7
1,instant replay (all cuts),dan hartman,1978,10,14
3,beautiful bend (all cuts),beautiful bend,1978,10,14
6,i'm a man,banda machos,1978,10,28
2,i love the nightlife (disco 'round),alicia bridges,1978,11,4
9,dancing in my feet,laura taylor,1978,11,11
1,macarthur park suite,donna summer,1978,11,18
4,ain't that enough for you,john davis and the monster orchestra,1978,11,18
9,queen of the night (all cuts),loleatta holloway,1978,11,25
8,workin'+slavin'(i need love),midnight rhythm,1978,12,2
4,my claim to fame/true love is my destiny,james wells,1978,12,9
5,you stepped into my life,melba moore,1978,12,9
2,y.m.c.a. / hot cop,village people,1978,12,16
1,le freak / i want your love / chic cheer,chic,1978,12,23
2,shake your groove thing,peaches & herb,1978,12,23
5,a little lovin' (keeps the doctor away),the raes,1978,12,30
7,je suis music/look for love,cerrone,1978,12,30
9,sinner man,sarah dash,1978,12,30
1,contact,edwin starr,1979,1,13
8,hot butterfly (all cuts),bionic boogie,1979,1,13
1,fly away-all cuts,voyage,1979,1,20
5,if there's love / hazy shades of love,amant,1979,2,3
1,i will survive / substitute / anybody wanna party? / i said yes,gloria gaynor,1979,2,10
1,keep on dancin'/do it at the disco,gary's gang,1979,2,17
4,let the music play-all cuts,arpeggio,1979,2,17
1,da ya think i'm sexy?,rod stewart,1979,2,24
6,ultimate (all cuts),ultimate,1979,2,24
7,haven't stopped dancing yet,gonzalez,1979,2,24
3,at midnight,t-connection,1979,3,3
1,i got my mind made up (you can get it girl),instant funk,1979,3,17
1,he's the greatest dancer/we are family,sister sledge,1979,3,24
3,(everybody) get dancin' / don't stop the music,bombers,1979,3,31
6,fire night dance (all cuts),peter jacques band,1979,3,31
8,there'but for the grace of god go i,machine,1979,3,31
5,knock on wood,amii stewart,1979,4,7
1,dancer/dance to dance,gino soccio,1979,4,21
3,disco nights (rock-freak),g.q.,1979,4,28
5,hold your horses,first choice,1979,4,28
8,bang a gong/all right now,witch queen,1979,4,28
6,dance with you,carrie lucas,1979,5,5
2,take me home,cher,1979,5,12
3,forbidden love / you and i,madleen kane,1979,5,12
1,ring my bell,anita ward,1979,5,19
10,work that body,taana gardner,1979,5,19
3,"bad,bad boy-all cuts",theo vaness,1979,5,26
4,i who have nothing/stars/body strong,sylvester,1979,5,26
10,music is my way of life,patti labelle,1979,5,26
8,one more minute/fill my life with love/belle de jo,saint tropez,1979,6,2
5,my baby's baby,liquid gold,1979,6,9
4,have a cigar,rosebud,1979,6,16
7,boogie woogie dancin' shoes,claudja barry,1979,6,23
9,cuba,the gibson brothers,1979,6,23
8,disco people,mike theodore orchestra,1979,6,30
10,ain't no stoppin' us now,mcfadden & whitehead,1979,6,30
1,hot stuff/bad girls,donna summer,1979,7,7
3,when you wake up tomorrow,candi staton,1979,7,7
5,love magic / holler,john davis and the monster orchestra,1979,7,7
8,heaven must have sent you,bonnie pointer,1979,7,14
4,crank it up (funk town) pt. 1,peter brown,1979,7,21
6,undercover lover / don't you want my love,debbie jacobs,1979,7,21
7,h.a.p.p.y.radio,edwin starr,1979,7,21
1,born to be alive,patrick hernandez,1979,7,28
1,i've got the next dance,deniece williams,1979,8,4
1,this time baby,jackie moore,1979,8,11
1,here comes that sound again,love deluxe,1979,8,18
10,you can do it,al hudson & the partners,1979,8,18
1,the boss (all cuts),diana ross,1979,8,25
3,good times / my feet keep dancing / my forbidden lover,chic,1979,8,25
5,get up an boogie,freddie james,1979,9,1
8,put your body in it / you can get over,stephanie mills,1979,9,8
1,found a cure / stay free / nobody knows,ashford & simpson,1979,9,15
6,groove me,fern kinney,1979,9,15
1,come to me / don't stop dancing / playboy,france joli,1979,9,22
3,the break,kat mandu,1979,9,22
8,pow wow/green light,cory daye,1979,9,22
7,fantasy,bruni pagan,1979,9,29
5,love insurance,front page,1979,10,6
1,move on up/up up up / destination's theme,the destination,1979,10,20
2,don't stop 'til you get enough,michael jackson,1979,10,20
4,pop muzik,m,1979,10,20
1,harmony/oooh la la,suzi lane,1979,11,10
5,ladies night (all cuts),kool & the gang,1979,11,10
10,when you touch me,taana gardner,1979,11,10
1,beat of the night/pump it up,fever,1979,11,17
1,no more tears (enough is enough),barbra streisand/donna summer,1979,11,24
8,sadness in my eyes/boys will be boys,the duncan sisters,1979,11,24
9,i'll tell you,sergio mendes,1979,12,1
3,don't let go,isaac hayes,1979,12,8
4,e=mc2 (all cuts),giorgio moroder,1979,12,8
8,love rush,ann margaret,1979,12,15
8,on the radio,donna summer,1979,12,22
1,deputy of love,don armando and the 2nd avenue rumba band,1979,12,29
9,nightdancer,jean shy,1979,12,29
1,the second time around,shalamar,1980,1,5
4,wear it out,stargard,1980,1,5
6,smack dab in the middle,janice mcclaine,1980,1,12
2,can't stop dancing/in my fantasy,sylvester,1980,1,19
2,i wanna be your lover / sexy dancer,prince,1980,1,26
5,do you love what you feel,rufus and chaka khan,1980,1,26
7,i'm caught up / you don't have dancing on your mind / i hope it's the right,inner life,1980,1,26
6,you know how to love me,phyllis hyman,1980,2,2
5,haven't you heard,patrice rushen,1980,2,9
1,vertigo/relight my fire/free ride,dan hartman,1980,2,16
4,"i can't help myself (sugar pie, honey bunch)",bonnie pointer,1980,2,16
1,and the beat goes on / can you do the boogie / out the box,the whispers,1980,2,23
3,evita (all cuts),festival,1980,2,23
8,i shoulda loved ya / tonight i'm alright,narada michael walden,1980,2,23
1,funky town/all night dancing,lipps inc.,1980,3,8
7,mandolay,la flavour,1980,3,8
9,loose lucy / we're gonna rock / rockin' and rollin',paul sabu,1980,3,15
1,high on your love / hot hot (give it all you got),debbie jacobs,1980,3,22
7,ripe (all cuts),ava cherry,1980,3,29
10,don't push it don't force it,leon haywood,1980,3,29
8,"working my way back to you/forgive me, girl",the spinners,1980,4,5
1,stomp,the brothers johnson,1980,4,12
4,twilight zone/twilight tone,the manhattan transfer,1980,4,12
8,music trance,ben e. king,1980,4,19
9,walk the night / dancin' for the man,skatt bros.,1980,4,19
10,all night thing,the invisible man's band,1980,4,26
2,american gigolo (all cuts),soundtrack,1980,5,3
5,you got what it takes / check out the groove,bobby thurston,1980,5,10
2,two tons o' fun (all cuts),two tons of fun,1980,5,24
7,pop pop shoo wah,erotic drum band,1980,5,24
1,a lover's holiday / the glow of love / searching,change,1980,5,31
2,let's get serious/burnin hot,jermaine jackson,1980,5,31
4,behind the groove / you're all the boogie i need,teena marie,1980,5,31
5,sweet sensation / never knew love like this before,stephanie mills,1980,5,31
6,back together again/don't make me wait to long,roberta flack & donny hathaway,1980,5,31
6,"hang together/don't tell me,tell her",odyssey,1980,7,5
8,what's on your mind / don't let your chance go bye / breakaway,watson beasley,1980,7,12
1,dynamite/jump to the beat,stacy lattisaw,1980,7,19
2,in the forest,baby o',1980,7,19
6,cant be love-do it to me anyway,peter brown,1980,7,19
8,i ain't never,isaac hayes,1980,7,19
1,take your time (do it right),the s.o.s. band,1980,7,26
3,i feel like dancing/the heart to break the heart,france joli,1980,8,9
7,party on,pure energy,1980,8,9
8,i'm ready / holly dolly,kano,1980,8,16
4,i wanna take you there (now) / heartbreaker / rhythm of the world,gino soccio,1980,8,23
9,the breaks,kurtis blow,1980,8,23
1,fame / red light / hot lunch jam,irene cara,1980,8,30
5,i've just begun to love you / do me right / groove control,dynasty,1980,9,6
7,love don't make it right,ashford & simpson,1980,9,6
1,upside down / i'm coming out,diana ross,1980,9,13
1,love sensation,loleatta holloway,1980,9,20
2,give me the night,george benson,1980,9,20
1,can't fake the feeling,geraldine hunt,1980,9,27
9,emotional rescue/dance,the rolling stones,1980,9,27
2,another one bites the dust,queen with wyclef jean featuring pras and free,1980,10,4
8,que sera mi vida,the gibson brothers,1980,10,4
8,whip it / gates of steel / freedom of choice,devo,1980,10,11
6,i need you/sell my soul/fever,sylvester,1980,10,25
9,funkin' for jamaica (n.y.),tom browne,1980,10,25
2,i need your lovin'/chains,teena marie,1980,11,1
9,cherchez pas/boogie talk,madleen kane,1980,11,8
1,shoot your best shot/it don't hurt no more,linda clifford,1980,11,15
5,private idaho/give me back my man/party out of bou,the b-52s,1980,11,15
10,keep smilin' / it's not what you got (it's how you use it) / career girl,carrie lucas,1980,11,15
2,if you could read my mind,viola wills,1980,11,29
4,how long/tight pair,lipps inc.,1980,11,29
8,the wanderer/all cuts,donna summer,1980,12,6
1,lovely one/can you feel it/walk right now,the jacksons,1980,12,13
10,master blaster (jammin'),stevie wonder,1980,12,20
2,it's a war / ahjia,kano,1980,12,27
1,celebration / take it to the top,kool & the gang,1981,1,3
4,all my love,l.a.x.,1981,1,3
9,"action satisfaction/get down,get down",melody stewart,1981,1,3
8,you ought to be dancin',people's choice,1981,1,10
5,uptown / dirty mind / head,prince,1981,1,17
1,you're too late,fantasy,1981,1,24
2,look up/never gonna give you up,patrice rushen,1981,1,24
3,"voices inside my head / when the world is running down, you make the best o",the police,1981,2,7
6,i hear music in the streets,unlimited touch,1981,2,14
9,give me a break/remember,vivien vee,1981,2,21
5,can you handle it/you got my love,sharon redd,1981,2,28
10,let's do it,conversion,1981,2,28
1,rapture/the tide is high,blondie,1981,3,7
2,the hills of katmandu,tantra,1981,3,14
4,it's a love thing / up on soul train / i can make it better,the whispers,1981,3,21
6,all american girls / he's just a runaway,sister sledge,1981,4,4
1,breaking and entering / easy money,dee dee sharp gamble,1981,4,18
3,love is gonna be on your side,firefly,1981,4,18
1,your love / you're my magician,lime,1981,4,25
5,get tough/license to dream/de kleer thing,kleeer,1981,4,25
1,lay all your love on me/super trouper/on and on an,abba,1981,5,2
4,body music,strikers,1981,5,9
4,don't stop/do it again,k.i.d.,1981,5,16
6,heartbeat,taana gardner,1981,5,16
2,pull up to the bumper,grace jones,1981,5,23
3,ai no corrida/razzamatazz,quincy jones,1981,5,23
1,paradise / hold tight / heaven of my life,change,1981,5,30
9,dyin' to be dancin',empress,1981,5,30
4,hit n' run lover,carol jiani,1981,6,6
10,feels like i'm in love / loving just for fun,kelly marie,1981,6,13
6,if you feel it,thelma houston,1981,6,20
4,stay the night/nights (feel like getting down),billy ocean,1981,6,27
5,remember me/ain't no mountain hi,boys town gang,1981,7,11
1,try it out / hold tight,gino soccio,1981,7,18
9,set me free/love me tonight,karen silver,1981,7,18
1,give it to me baby / super freak / ghetto life,rick james,1981,8,1
3,if you want me,"barbara roy and esctasy, passion and pain",1981,8,8
5,shake it up tonight,cheryl lynn,1981,8,15
7,i'll do anything for you,denroy morgan,1981,8,15
1,i'm in love,evelyn king,1981,8,29
2,gonna get over you,france joli,1981,8,29
1,dancin' the night away,voggue,1981,9,5
2,busting out,material with nona hendryx,1981,9,5
4,get on up do it again,suzy q,1981,9,5
8,prime cuts 1,various artists,1981,9,12
3,on the beat,the b.b. and q. band,1981,9,19
1,a little bit of jazz,the nick straker band,1981,9,26
5,walk right now,the jacksons,1981,10,3
1,zulu,the quick,1981,10,10
1,do you love me? / the genie,patti austin,1981,10,17
4,never too much,luther vandross,1981,10,17
10,our lips are sealed,go-go's,1981,10,24
1,menergy/i wanna take you home,patrick cowley,1981,10,31
4,love has come around,donald byrd and the 125th street n.y.c.,1981,11,7
6,you're the one / disco kicks,boys town gang,1981,11,7
5,let's start the dance,bohannon,1981,11,14
7,mony mony / baby talk,billy idol,1981,11,14
10,hupendi muziki wangu?! (you don't like my music) / it's hot (take it to the,k.i.d.,1981,11,14
5,walking into sunshine / don't tell me / i need your love,central line,1981,11,21
9,magic number,herbie hancock,1981,11,28
2,can you move/bring on the funkateers,modern romance,1981,12,5
3,let's groove / i've had enough,"earth, wind & fire",1981,12,5
8,r.r.express,rose royce,1981,12,12
1,controversy / let's work,prince,1981,12,19
6,rock your world,weeks and co.,1982,1,2
9,happy days / tee's happy,northend,1982,1,2
1,you can/fire in my heart,madleen kane,1982,1,9
1,wordy rappinhood/genius of love,tom tom club,1982,1,16
3,call me / when you touch me,skyy,1982,1,16
6,love fever,gayle adams,1982,1,16
1,i can't go for that (no can do),daryl hall john oates,1982,1,23
10,sixty-nine,brooklyn express,1982,1,30
1,you're the one for me,d train,1982,2,6
4,tainted love/where did our love go,soft cell,1982,2,13
3,sure shot,tracy weber,1982,2,27
8,in the raw,the whispers,1982,3,6
1,"glad to know you / 3,000,000 synths / ai no corrida",chaz jankel,1982,3,13
4,mama used to say,junior,1982,3,13
2,megatron man/get a little,patrick cowley,1982,3,20
6,burnin' up/so good so right,imagination,1982,3,20
3,tell me that i'm dreaming,was (not was),1982,3,27
10,u turn me on,tomorrow's edition,1982,3,27
9,time,stone,1982,4,3
8,the visitors/when all is said and done,abba,1982,4,10
2,(the best part of) breakin' up,roni griffith,1982,4,17
6,you got the power,war,1982,4,17
1,don't come crying to me/let it ride,linda clifford,1982,4,24
7,jump shout,lisa,1982,4,24
2,i specialize in love,sharon brown,1982,5,1
9,circles,atlantic starr,1982,5,1
1,murphy's law,cheri,1982,5,8
6,don't make me wait,new york city peech boys,1982,5,15
1,in the name of love,thompson twins,1982,5,22
2,forget me nots,patrice rushen,1982,5,29
3,don't you want me,the human league,1982,5,29
4,give me just a little more time,angela clemmons,1982,5,29
10,it's right,michelle wallace,1982,5,29
8,love plus one,haircut one hundred,1982,6,12
4,stormy weather,viola wills,1982,6,19
1,thanks to you,sinnamon,1982,6,26
2,let it whip,dazz band,1982,6,26
1,do i do,stevie wonder,1982,7,10
8,i ran (so far away),a flock of seagulls,1982,7,10
6,live it up,time bandits,1982,7,17
2,keep on/you're the one for me,d train,1982,7,24
7,dance wit' me - part 1,rick james,1982,7,31
8,109 (give me something i can remember),chaz jankel,1982,7,31
10,feels good,electra featuring tara butler,1982,7,31
1,right on target,paul parker,1982,8,7
3,planet rock,soul sonic force,1982,8,7
4,gloria,laura branigan,1982,8,7
1,so fine,howard johnson,1982,8,14
2,it's alright,gino soccio,1982,8,14
1,situation,yaz,1982,8,21
6,"babe, we're gonna love tonite",lime,1982,8,21
8,rock the casbah / mustapha dance,the clash,1982,8,21
4,jump to it,aretha franklin,1982,9,4
1,walking on sunshine,rocker's revenge,1982,9,18
3,love is in control (finger on the trigger),donna summer,1982,9,18
4,do ya wanna funk,patrick cowley featuring sylvester,1982,10,2
1,love come down,evelyn king,1982,10,9
8,you should hear how she talks about you,melissa manchester,1982,10,9
10,white wedding,billy idol,1982,10,9
1,redd hott (all cuts),sharon redd,1982,10,16
1,don't go,yaz,1982,10,23
5,do it to the music,raw silk,1982,10,30
10,if you read my mind,columbus circle,1982,10,30
2,love's comin' at ya,melba moore,1982,11,6
5,can't believe,nancy martin,1982,11,6
9,(you said)you'd gimme some more,kc and the sunshine band,1982,11,6
3,mickey,toni basil,1982,11,20
1,nasty girl,vanity 6,1982,11,27
1,1999,prince,1982,12,4
1,the look of love,abc,1982,12,18
10,play at your own risk,planet patrol,1982,12,18
1,it's raining men,the weather girls,1982,12,25
10,playing for time,madleen kane,1982,12,25
7,mind warp (all cuts),patrick cowley,1983,1,1
1,lies/beach culture,thompson twins,1983,1,8
3,everybody,madonna,1983,1,15
2,nipple to the bottle,grace jones,1983,1,22
4,"hip hop, be bop (don't stop)",man parrish,1983,1,29
5,i will follow him / work me over,claudja barry,1983,2,5
6,baby gets high,peter brown,1983,2,12
8,reach up,toney lee,1983,2,12
10,she has a way,bobby o,1983,2,12
1,thriller (all cuts),michael jackson (all cuts),1983,2,19
2,last night a d.j. saved my life,indeep,1983,2,19
5,keep the fire burning,gwen mccrae,1983,2,26
3,all i need (all cuts),sylvester,1983,3,5
9,rock the boat,forrest,1983,3,5
2,too tough,angela bofill,1983,3,12
5,one more shot,c-bank,1983,3,19
1,jeopardy,greg kihn band,1983,4,9
3,she blinded me with science,thomas dolby,1983,4,9
4,let me go,heaven 17,1983,4,9
6,that's good / speed racer,devo,1983,4,9
10,der kommissar (the commissioner),falco,1983,4,9
9,weekend,class action,1983,4,16
1,angel man (g.a.),rhetta hughes,1983,4,23
6,love on your side,thompson twins,1983,4,23
8,sex (i'm a...),berlin,1983,5,7
10,the musics got me,visual,1983,5,7
6,electric avenue,eddy grant,1983,5,14
8,so wrong,patrick simmons,1983,5,14
2,you can't hide (your love from me),david joseph,1983,5,28
3,burning up / physical attraction,madonna,1983,5,28
1,let's dance,david bowie,1983,6,4
5,blue monday/the beach,new order,1983,6,4
7,baby doll,girls can't help it,1983,6,4
10,party,julius brown,1983,6,4
1,flashdance...what a feeling,irene cara,1983,6,11
5,heat you up (melt you down),shirley lites,1983,6,11
8,candy man / all night long / boys,mary jane girls,1983,6,11
5,minefield,i-level,1983,6,18
1,the safety dance,men without hats,1983,7,2
7,inside love (so personal),george benson,1983,7,2
1,(keep feeling) fascination,the human league,1983,7,9
3,blind vision,blancmange,1983,7,9
4,you are in my system,robert palmer,1983,7,9
1,i.o.u.,freeez,1983,7,16
9,whammy/legal tender/songs for the future generation,the b-52s,1983,7,16
3,she works hard for the money,donna summer,1983,7,23
1,state farm/nobody's diary,yaz,1983,7,30
6,maniac,michael sembello,1983,7,30
9,maschine brennt / on the run (auf der flucht),falco,1983,7,30
2,"so many men, so little time",miquel brown,1983,8,6
1,do it again/billie jean,slingshot,1983,8,20
9,get it right,aretha franklin,1983,8,27
2,sweet dreams (are made of this),eurythmics,1983,9,3
1,rockit,herbie hancock,1983,9,17
5,build me a bridge,adele bertei,1983,9,17
6,out in the night,serge ponsar,1983,9,17
3,just be good to me,the s.o.s. band,1983,9,24
8,addicted to the night/choir practice,lipps inc.,1983,9,24
2,speaking in tongues (all cuts),talking heads,1983,10,1
4,the man with the 4-way hips,tom tom club,1983,10,8
6,ain't nobody,chaka khan,1983,10,8
8,searchin' (i've gotta find a man),hazell dean,1983,10,8
1,holiday/lucky star,madonna,1983,10,22
2,major tom (coming home),peter schilling,1983,10,22
5,confusion,new order,1983,10,22
8,making music,gary's gang,1983,10,22
1,let the music play,shannon,1983,10,29
6,body work,hot streak,1983,10,29
8,the boys come to town,earlene bentley,1983,10,29
3,pilot error,stephanie mills,1983,11,5
4,love tempo,quando quando,1983,11,5
7,i'm not your stepping stone,modern rocketry,1983,11,5
8,it's alright,nv,1983,11,5
7,love is a stranger,eurythmics,1983,11,12
9,white lines (don't don't do it),grandmaster flash & melle mel,1983,11,12
10,show me the way,skyy,1983,11,12
2,say say say,paul mccartney and michael jackson,1983,11,19
3,i am what i am,gloria gaynor,1983,11,19
5,electric kingdom,twilight 22,1983,11,19
4,baby's in the mountains,peter godwin,1983,11,26
5,all night long (all night),lionel richie,1983,12,3
9,telefone (long distance love affair),sheena easton,1983,12,10
1,talking in your sleep,the romantics,1983,12,17
1,say it isn't so,daryl hall john oates,1983,12,24
5,pop goes my love/scratch goes my dub,freeez,1983,12,24
8,is it love,gang of four,1983,12,24
2,rock it to your heart/mandatory love,lisa,1983,12,31
3,colour by numbers (all cuts),culture club,1983,12,31
7,why me?,irene cara,1984,1,7
7,where is my man,eartha kitt,1984,1,14
9,undercover of the night,the rolling stones,1984,1,14
1,trommeltanz (din daa daa),george kranz,1984,1,21
2,i need you / automatic,the pointer sisters,1984,1,21
3,owner of a lonely heart,yes,1984,1,21
4,over my head,toni basil,1984,1,28
8,the politics of dancing,re-flex,1984,1,28
10,remember what you like,jenny burton,1984,1,28
1,white horse,laid back,1984,2,4
7,on the upside,xena,1984,2,4
4,tour de france,kraftwerk,1984,2,18
1,beat box,the art of noise,1984,2,25
4,new song,howard jones,1984,2,25
6,the way of life,the puppets,1984,2,25
8,prepare to energize,torch song,1984,2,25
6,encore,cheryl lynn,1984,3,3
6,watch the closing doors,i.r.t.,1984,3,10
1,let's stay together,tina turner,1984,3,17
3,somebody's watching me,rockwell,1984,3,17
9,new york new york,nina hagen,1984,3,17
1,girls just want to have fun,cyndi lauper,1984,3,24
6,plane love,jeffrey osborne,1984,3,24
1,give me tonight,shannon,1984,3,31
4,here comes the rain again,eurythmics,1984,3,31
5,it's gonna be special,patti austin,1984,3,31
8,sequencer,al di meola project,1984,3,31
8,jealous love / evergreen,hazell dean,1984,4,7
