position,title,artist,year,month,day
4,up in flames,satoshi tomiie featuring kelli ali,2000,2,26
1,i learned from the best,whitney houston,2000,3,4
1,stop playing with my mind,barbara tucker featuring darryl d'bonneau,2000,3,11
2,ssst...(listen),jonah,2000,3,11
8,there you go,p!nk,2000,3,11
1,"planet love (from the movie ""flawless"")",taylor dayne,2000,3,18
3,when the heartache is over,tina turner,2000,3,18
1,the chase,giorgio moroder vs. jam & spoon,2000,3,25
7,jump for joi (the millennium mixes),joi cardwell,2000,3,25
1,american pie,madonna,2000,4,1
7,rainbow country,bob marley vs. funkstar de luxe,2000,4,1
1,think it over,jennifer holliday,2000,4,8
1,king of my castle,wamdue project,2000,4,15
4,the return of nothing,sandstorm,2000,4,15
10,sense of danger,presence featuring shara nelson,2000,4,15
1,missing you,kim english,2000,4,22
3,give me tonight 2000,shannon,2000,4,22
5,desert rose,sting featuring cheb mami,2000,4,22
1,it feels so good,sonique,2000,4,29
9,why can't you be real?,byron stingily,2000,4,29
1,be with you,enrique iglesias,2000,5,6
3,better off alone,alice deejay,2000,5,6
1,if it don't fit,abigail,2000,5,13
5,share my joy,gts featuring loleatta holloway,2000,5,13
1,i'm in love,veronica,2000,5,20
3,release,afro celt sound system,2000,5,20
1,i will love again,lara fabian,2000,5,27
2,i don't know what you want but i can't give it any more,pet shop boys,2000,5,27
8,be encouraged,dawn tallman,2000,5,27
1,feelin' so good,jennifer lopez featuring big pun & fat joe,2000,6,3
6,the best things,filter,2000,6,3
1,when i get close to you,jocelyn enriquez,2000,6,10
1,show me,angel clivilles,2000,6,17
1,flash,green velvet,2000,6,24
2,with you,nomad,2000,6,24
5,dreaming,bt,2000,6,24
6,just come back 2 me,hypertrophy,2000,6,24
9,chocolate sensation rides on time,loleatta holloway,2000,6,24
1,i'm not in love,olive,2000,7,1
1,don't you want my love,rosabel featuring debbie jacobs-rock,2000,7,8
2,love is what we need,ann nesby,2000,7,8
3,don't give up,chicane featuring bryan adams,2000,7,8
8,no me dejes de querer,gloria estefan,2000,7,15
1,don't call me baby,madison avenue,2000,7,22
4,woman in love,ariel,2000,7,22
5,filthy mind,amanda ghost,2000,7,22
6,can't take that away (mariah's theme),mariah carey,2000,7,29
1,bingo bango,basement jaxx,2000,8,5
3,higher,david morales & albert cabrerra present moca feat. deanna,2000,8,5
6,spirit of man,twelve tone,2000,8,5
7,kotahitanga,oceania,2000,8,5
1,i never knew,deborah cox,2000,8,12
1,spanish guitar,toni braxton,2000,8,19
3,how's your evening so far?,wink featuring lil' louis,2000,8,19
8,lookin' 4 love,lucrezia,2000,8,19
9,toca's miracle,fragma,2000,8,19
7,this is your life,mount rushmore presents celeste,2000,8,26
9,i feel love,crw,2000,8,26
1,desire,ultra nate,2000,9,2
3,movin' up '07,dj mike cruz presents inaya day & chino ro,2000,9,2
4,life goes on,georgie porgie,2000,9,2
9,perfect moment,mary griffin,2000,9,2
10,down down down,gamba freaks,2000,9,2
1,stronger,kristine w,2000,9,9
1,music,madonna,2000,9,16
2,check it out,karmadelic featuring sandy b.,2000,9,16
4,"same script, different cast",whitney houston & deborah cox,2000,9,23
6,silence,delerium featuring sarah mclachlan,2000,9,23
2,dive in the pool,barry harris featuring pepper mashay,2000,9,30
4,dance with me,debelah morgan,2000,10,7
5,control,abel,2000,10,7
6,stand right up,byron stingily,2000,10,7
7,when the world is runnin' down (you can't go wrong),different gear vs. the police,2000,10,7
8,back & forth,supakings,2000,10,7
10,sky,sonique,2000,10,7
7,you see the trouble with me,black legend,2000,10,14
1,your child,mary j. blige,2000,10,21
4,cada vez,negrocan,2000,10,21
1,don't want another man,dynamix presents tina ann,2000,10,28
9,answering machine,green velvet,2000,10,28
1,lovin' is really my game,ann nesby,2000,11,4
1,i turn to you,melanie c,2000,11,11
8,sad eyes,enrique iglesias,2000,11,11
9,never gonna come back down,bt featuring m. doughty,2000,11,11
5,that other woman,changing faces,2000,11,18
1,pasilda,afro medusa,2000,11,25
5,sandstorm (the remixes),darude,2000,11,25
1,love one another,amber,2000,12,2
2,higher things,kim english,2000,12,2
1,dreamin',loleatta holloway,2000,12,9
2,gotta tell you,samantha mumba,2000,12,9
4,miss the way,razor n' guido featuring reina,2000,12,9
1,independent women part i,destiny's child,2000,12,16
3,lullaby of clubland,everything but the girl,2000,12,16
1,livin' for love,natalie cole,2000,12,23
2,the power of one,donna summer,2000,12,23
4,pull up to the bumper,grace jones vs. funkstar de luxe,2000,12,30
7,fabulous (guide your rocket),boris & beck,2000,12,30
1,one more time,daft punk,2001,1,6
1,the underground,celeda,2001,1,13
1,don't tell me,madonna,2001,1,20
8,glorious,andreas johnson,2001,1,20
10,u turn me,byron stingily featuring leee john,2001,1,20
1,lady (hear me tonight),modjo,2001,1,27
1,beautiful day,u2,2001,2,3
2,lifetime to love,cece peniston,2001,2,3
1,lovin' you,kristine w,2001,2,10
1,boy (remixes),book of love,2001,2,17
5,you take my breath away,so-real,2001,2,17
9,not that kind,anastacia,2001,2,17
1,papa's got a brand new pigbag,thunderpuss,2001,2,24
2,by your side,sade,2001,2,24
3,me,kina,2001,2,24
1,stranger in my house,tamia,2001,3,3
1,who the hell are you?,madison avenue,2001,3,10
6,sunny trumpets,mdc,2001,3,10
10,nothingness,karmadelic featuring sandy b.,2001,3,10
1,needin' u ii,david morales presents the face featuring juliet roberts,2001,3,17
3,star 69 (what the f**k),fatboy slim featuring roland clark,2001,3,17
6,black velveteen,lenny kravitz,2001,3,17
1,just keep thinking about you,gloria gaynor,2001,3,24
3,pass it on,keoki,2001,3,24
1,the power,rosabel featuring jeanie tracy,2001,3,31
5,stand up,thunderpuss featuring latanza waters,2001,3,31
9,thru da roof,future groove express,2001,3,31
1,mine to give,photek featuring robert owens,2001,4,7
5,feel the beat (remixes),darude,2001,4,7
1,is it love?,chili hi fly,2001,4,14
2,naive song,mirwais,2001,4,14
1,looking for love,karen ramirez,2001,4,21
4,let me love you,da buzz,2001,4,21
3,innocente,delerium featuring leigh nash,2001,4,28
1,are you satisfied,victor calderone featuring deborah cooper,2001,5,5
3,what goes around comes around,gts featuring loleatta holloway,2001,5,5
4,who am i,massiv,2001,5,5
6,everytime you need me,fragma featuring maria rubia,2001,5,5
9,love don't cost a thing,jennifer lopez,2001,5,5
3,got to have,dj prince & justin k,2001,5,12
4,satisfied,rhona,2001,5,12
3,groovejet (if this ain't love),dj spiller,2001,5,19
4,feelin' me,kim sozzi,2001,5,19
6,you make me feel... (more & more),becca,2001,5,19
7,played-a-live (the bongo song),safri duo,2001,5,19
1,all for you,janet,2001,5,26
9,my feeling,junior jack,2001,5,26
1,what it feels like for a girl,madonna,2001,6,2
7,let the music use you up,celeda,2001,6,2
1,dream on,depeche mode,2001,6,9
4,what's on your mind (pure energy)-(remixes),information society,2001,6,9
5,bang the drum,abel,2001,6,9
10,beautiful,mandalay,2001,6,9
1,get it up (the feeling),ultra nate,2001,6,16
4,love in traffic,satoshi tomiie featuring kelli ali,2001,6,16
6,out of nowhere,gloria estefan,2001,6,16
8,in these shoes,bette midler,2001,6,23
1,i'm addicted (you're the worst thing for me),pusaka featuring thea austin,2001,6,30
4,hide u,suzanne palmer,2001,6,30
5,derb,derb,2001,6,30
1,bumpin' & jumpin' (the michael t. diamond mix),kim english,2001,7,7
3,survivor (remixes),destiny's child,2001,7,7
7,touch me,rui da silva featuring cassandra,2001,7,7
1,keep control,sono,2001,7,14
2,play,jennifer lopez,2001,7,14
3,lady marmalade,"christina aguilera, lil' kim, mya & p!nk",2001,7,14
8,it's gonna be alright,pussy 2000,2001,7,14
6,sweet surrender,sarah mclachlan,2001,7,21
7,drums come alive,tomba vira,2001,7,21
2,live to tell,lucrezia,2001,7,28
3,never enough,boris dlugosch featuring roisin,2001,7,28
9,sunshine,tin star,2001,8,4
1,planets of the universe,stevie nicks,2001,8,11
2,i got my pride,barry harris featuring pepper mashay,2001,8,11
6,the underground,rhythm masters,2001,8,11
1,someone to call my lover,janet,2001,8,18
3,we come 1,faithless,2001,8,18
1,you set me free,abigail,2001,8,25
1,thank you,dido,2001,9,1
5,romeo,basement jaxx,2001,9,1
7,inside your secret,celeste prince,2001,9,1
1,i feel loved,depeche mode,2001,9,8
2,running (remixes),information society,2001,9,8
2,tell me who,tamia,2001,9,15
5,name of the game,the crystal method,2001,9,15
1,absolutely not,deborah cox,2001,9,22
9,digital love,daft punk,2001,9,22
3,keep it coming,7 featuring mona monet,2001,9,29
1,stand still,aubrey,2001,10,6
8,know you can,"whatever, girl",2001,10,6
1,feel this 2001,robbie rivera,2001,10,13
7,the player (remixes),first choice,2001,10,13
1,crystal,new order,2001,10,20
2,little l,jamiroquai,2001,10,20
4,official chemical,dub pistols,2001,10,20
1,yes,amber,2001,10,27
1,it began in afrika,the chemical brothers,2001,11,3
3,imagination,ceevox,2001,11,3
1,break 4 love,peter rauhofer + pet shop boys=the collaboration,2001,11,10
2,rapture (tastes so sweet),iio,2001,11,10
1,impressive instant (tiesto & deep dish mix),madonna,2001,11,17
4,muhammad ali,faithless,2001,11,17
10,jonesing,circuit boy feat. alan t.,2001,11,24
1,so strong,ben shaw featuring adele holness,2001,12,1
6,and i am telling you i'm not going,rosabel with jennifer holliday,2001,12,1
1,lettin' ya mind go,desert,2001,12,8
9,hunter,dido,2001,12,8
1,hero,enrique iglesias,2001,12,15
7,you know it's hard,the crystal method,2001,12,15
1,turn off the light (remixes),nelly furtado,2001,12,22
3,can heaven wait (remixes),luther vandross,2001,12,22
1,come on down,crystal waters,2001,12,29
3,runnin',mark picchiotti presents basstoy featuring dana,2001,12,29
4,be free,live element,2001,12,29
8,bring it to me (remixes),soluna,2001,12,29
1,guitarra g,g club presents banda sonora,2002,1,12
2,in stereo (the superchumbo mixes),flip flop featuring faith trent,2002,1,12
4,i'm a slave 4 u (remixes),britney spears,2002,1,12
10,always,bent,2002,1,12
1,everyday,kim english,2002,1,19
3,"harder, better, faster, stronger",daft punk,2002,1,19
10,ghetto,rhythm masters,2002,1,19
1,get the party started (remixes),p!nk,2002,1,26
1,freelove,depeche mode,2002,2,2
3,where's your head at,basement jaxx,2002,2,2
1,can't get you out of my head,kylie minogue,2002,2,9
4,sexual revolution (remixes),macy gray,2002,2,9
5,madonna megamix,madonna,2002,2,9
1,caught up,dj disciple featuring mia cox,2002,2,16
8,ain't it funny (remix),jennifer lopez featuring ja rule,2002,2,16
2,star guitar,the chemical brothers,2002,2,23
7,work,masters at work feat. puppah nas-t & denise,2002,2,23
9,underwater,delerium featuring rani,2002,2,23
10,emotion (remixes),destiny's child,2002,2,23
1,you got me (burnin' up),funky green dogs,2002,3,2
7,son of a gun (remixes),"janet featuring missy elliott, p. diddy & carly simon",2002,3,2
1,take my hand (remixes),dido,2002,3,9
10,gettin' into u,w.o.s.p.,2002,3,9
1,love's gonna save the day,georgie porgie,2002,3,16
3,"whenever, wherever (remixes)",shakira,2002,3,16
5,the real life,raven maize,2002,3,16
1,it's love (trippin'),andrea brown,2002,3,23
2,you give me something,jamiroquai,2002,3,23
4,sleeping faster,lo fidelity allstars,2002,3,30
7,you and me (feels so good),solar city featuring pepper mashay,2002,3,30
1,"song for the lonely (thunderpuss, illicit & almighty mixes)",cher,2002,4,6
9,vip,ibiza,2002,4,6
1,no more drama (thunderpuss remixes),mary j. blige,2002,4,13
1,wish i didn't miss you (the remixes),angie stone,2002,4,20
1,it's gonna be...(a lovely day),brancaccio & aisher,2002,4,27
1,alive,kevin aviance,2002,5,4
4,flawless,the ones,2002,5,4
1,can't stop dancin',inaya day,2002,5,11
1,escape (remixes),enrique iglesias,2002,5,18
2,fire,dolce,2002,5,18
4,to get down,timo maas,2002,5,18
1,they-say vision (dance remixes),res,2002,5,25
1,soak up the sun (victor calderone & mac quayle mixes),sheryl crow,2002,6,1
4,be.angeled,jam & spoon,2002,6,1
6,funny car,morel,2002,6,1
1,days go by,dirty vegas,2002,6,8
5,underneath your clothes (remixes),shakira,2002,6,8
6,mindcircus (remixes),way out west featuring tricia lee kelshall,2002,6,8
1,hella good (roger sanchez remixes),no doubt,2002,6,15
6,precious heart,tall paul,2002,6,15
1,point of view,db boulevard,2002,6,22
1,one day in your life,anastacia,2002,6,29
4,one step too far,faithless featuring dido,2002,6,29
1,lazy,x-press 2,2002,7,6
8,come with us,the chemical brothers,2002,7,6
1,blame,sono,2002,7,13
7,trippin' (brother brown & agent sumo remixes),oris j presents delsena,2002,7,13
1,love at first sight,kylie minogue,2002,7,20
3,i'll be waiting (brother brown remixes),full intention presents shena,2002,7,20
1,the need to be naked,amber,2002,7,27
8,follow me (remixes),aly-us,2002,7,27
1,the sound of goodbye (robbie rivera and above & beyond mixes),perpetuous dreamer,2002,8,3
6,rainy dayz (thunderpuss remix),mary j. blige featuring ja rule,2002,8,3
1,that sound,rosabel,2002,8,10
9,southern sun,oakenfold featuring carla werner,2002,8,10
1,shifter,timo maas featuring mc chickaboo,2002,8,17
5,i feel so fine,k.m.c. featuring dhany,2002,8,17
1,treat me right (guido osorio & jon cutler remixes),kim english,2002,8,24
3,free your mind,celeda,2002,8,24
4,after 2,pete moss featuring terra deva,2002,8,24
10,happy hour,norty cotto,2002,8,24
1,a different kind of love song,cher,2002,8,31
6,don't say goodbye (remixes),paulina rubio,2002,8,31
7,i'm a woman,cassius and jocelyn brown,2002,8,31
10,boomerang,cirrus,2002,8,31
1,you gotta believe (remixes),fierce ruling diva,2002,9,14
2,alive (thunderpuss remix),jennifer lopez,2002,9,14
4,show me,suzanne palmer,2002,9,14
1,safe from harm,narcotic thrust featuring yvonne john lewis,2002,9,21
3,let your will be done (remixes),ann nesby featuring ricky dillard & new g,2002,9,21
9,in the underground,psycho radio,2002,9,21
1,i never knew,gloria gaynor,2002,9,28
4,insane,dark monks featuring mim,2002,9,28
1,empires [bring me men],lamya,2002,10,5
7,walking on fire,evolution featuring jayn hanna,2002,10,5
1,whatchulookinat (thunderpuss & full intention mixes),whitney houston,2002,10,12
5,all the things she said (remixes),t.a.t.u.,2002,10,12
9,divine,supreme beings of leisure,2002,10,12
10,open up your mind,eyes cream,2002,10,12
1,addicted to bass,puretone,2002,10,19
1,i don't want u,widelife,2002,10,26
1,gotta get thru this (the passengerz & stella browne mixes),daniel bedingfield,2002,11,2
5,otherwise,morcheeba,2002,11,2
6,how many,taylor dayne,2002,11,2
10,mother,m-factor,2002,11,2
1,serve the ego (remixes),jewel,2002,11,9
2,two months off,underworld,2002,11,9
4,love story,layo & bushwacka!,2002,11,9
1,insatiable,thick dick featuring latanza waters,2002,11,16
5,search'n,nicole j. mccloud,2002,11,16
1,irresistible!,superchumbo,2002,11,23
5,dance to the music (peter rauhofer remixes),laszlo panaflex,2002,11,23
6,super woman,gts featuring karyn white,2002,11,23
5,body [reach out] (widelife & hard attack mixes),faith trent,2002,11,30
10,starry eyed surprise,oakenfold featuring shifty shellshock,2002,11,30
1,die another day (remixes),madonna,2002,12,7
5,poor leno,royksopp,2002,12,7
10,wake up with you [the i wanna song] (remixes),julia fordham,2002,12,7
1,mr. lonely (remixes),deborah cox,2002,12,14
8,alive,alive featuring d.d. klein,2002,12,14
10,i'll be here,automagic featuring nashom,2002,12,14
1,the sound of violence,cassius with steve edwards,2002,12,21
3,troy (the phoenix from the flame),sinead o'connor,2002,12,21
9,you can get over,shauna solomon,2002,12,21
1,dark beat (addicted 2 drums),oscar g & ralph falcon,2003,1,4
2,sorrow (orange factory & e-smoove mixes),dolce,2003,1,11
7,don't leave me this way (e-n and friburn & urik mixes),e-n featuring ceevox,2003,1,11
1,like i love you (deep dish & basement jaxx mixes),justin timberlake,2003,1,18
4,he is (remixes),heather headley,2003,1,18
1,some lovin',murk vs. kristine w,2003,1,25
9,love revolution,pat hodges with the sweet inspirations,2003,1,25
1,surrender (remixes),laura pausini,2003,2,1
2,hit the freeway (remixes),toni braxton featuring loon,2003,2,1
1,"through the rain (full intention, m. joshua, & h. hector mixes)",mariah carey,2003,2,8
6,dance dance (the mexican) [hq2 & ricky crespo mixes],thalia,2003,2,8
1,head,thunderpuss & barnes,2003,2,15
3,tears from the moon,conjure one featuring sinead o'connor,2003,2,15
8,all around the world (punk debutante),cooler kids,2003,2,15
9,breathe,telepopmusik,2003,2,15
1,emotional rollercoaster (remixes),vivian green,2003,2,22
1,the wreckoning (thunderpuss & dj monk mixes),boomkat,2003,3,1
5,your song (remixes),elton john,2003,3,1
1,rise up,funky green dogs,2003,3,8
6,what i want,marisa turner,2003,3,8
1,the hum melody,robbie rivera,2003,3,15
9,free your mind,sapphirecut,2003,3,15
1,dance to the rhythm,friburn & urik,2003,3,22
5,ghetto (charles webster & pete lorimer mixes),supreme beings of leisure,2003,3,22
1,i believe,chris cox vs. happy clappers,2003,3,29
2,cry me a river (remixes),justin timberlake,2003,3,29
9,in your life,la bouche,2003,3,29
1,"when the money's gone (brother brown, thick dick, passengerz mixes)",cher,2003,4,5
3,if you love me,becky baeling,2003,4,5
6,dinosaur adventure 3d,underworld,2003,4,5
1,try it on my own (remixes),whitney houston,2003,4,12
1,beautiful,christina aguilera,2003,4,19
2,i drove all night,celine dion,2003,4,19
10,"tic toc (widelife, thunderpuss, & m. rizzo mixes)",leann rimes,2003,4,19
1,on a high (dance mixes),duncan sheik,2003,4,26
3,honey,billie ray martin,2003,4,26
1,gossip folks (fatboy slim mixes),"missy ""misdemeanor"" elliott",2003,5,3
4,shake it,marascia,2003,5,3
6,without you,mary griffin,2003,5,3
1,walking on thin ice (remixes),ono,2003,5,10
1,i'll be there,weekend players,2003,5,17
6,montana,venus hum,2003,5,17
10,rainy day,renee stakey,2003,5,17
1,love is a crime,anastacia,2003,5,24
2,seduce me now,india,2003,5,24
5,i am ready,size queen,2003,5,24
1,american life (remixes),madonna,2003,5,31
6,people are people,30 dirty junkies,2003,5,31
1,rock your body (remixes),justin timberlake,2003,6,7
7,dust.wav,perpetuous dreamer,2003,6,7
1,if that's love (remixes),laura pausini,2003,6,14
4,"if you're not the one (metro, passengerz, mantese, s. lawrence mixes)",daniel bedingfield,2003,6,14
1,love that man (dance mixes),whitney houston,2003,6,21
4,stuck in a groove,puretone,2003,6,21
5,relight my fire,martin featuring loleatta holloway,2003,6,21
1,"getaway (thick dick, d. aude, & m. rizzo mixes)",becky baeling,2003,6,28
6,nothing but you,paul van dyk featuring hemstock & jennings,2003,6,28
1,"not gonna get us (d. aude, r. morel, & l. tee mixes)",t.a.t.u.,2003,7,5
4,never (past tense),the roc project featuring tina arena,2003,7,5
1,play your part (remixes),deborah cox,2003,7,12
5,easy,groove armada featuring sunshine anderson,2003,7,12
1,so gone (scumfrog mixes),monica,2003,7,19
4,"i'm glad (p. oakenfold, ford, & murk mixes)",jennifer lopez,2003,7,19
5,simply being loved (somnambulist),bt,2003,7,19
1,intuition (remixes),jewel,2003,7,26
4,real love,deborah cooper,2003,7,26
1,alright,murk,2003,8,2
3,"dirty sticky floors (junkie xl, passengerz, lexicon ave. mixes)",dave gahan,2003,8,2
4,music revolution,the scumfrog,2003,8,2
9,after all,delerium featuring jael,2003,8,2
10,i do (chris the greek & orange factory mixes),tina ann,2003,8,2
1,pavement cracks (remixes),annie lennox,2003,8,16
3,addicted,mia,2003,8,16
5,i wish i wasn't (remixes),heather headley,2003,8,16
6,don't make me come to vegas (timo maas remix),tori amos,2003,8,16
8,brass in pocket,ultra nate,2003,8,16
1,hollywood (remixes),madonna,2003,8,23
3,"bucci bag (p. rauhofer, r. h. vission, & j. vicious mixes)",andrea doria,2003,8,23
9,talk 2 me,k-klass featuring kinane,2003,8,23
1,sunrise (love to infinity & atfc remixes),simply red,2003,8,30
7,"for the music (t. stone, f. montanez, guido, v. calderone mixes)",colourful karma featuring terra deva,2003,8,30
1,harem (cancao do mar),sarah brightman,2003,9,6
4,"morning star (thunderpuss, thick dick, 29 palms mixes)",cooler kids,2003,9,6
1,crazy in love (j. vasquez & m. joshua mixes),beyonce,2003,9,13
3,77 strings ,kurtis mantronik presents chamonix,2003,9,13
7,fanatic (remixes),vivian green,2003,9,13
1,my time,dutch featuring crystal waters,2003,9,20
7,appreciate me (p. rauhofer & al b. rich mixes),amuka featuring sheila brody,2003,9,20
3,blindsided (dance mixes),lucy woodward,2003,9,27
4,officially missing you (remixes),tamia,2003,9,27
1,"get it together (rauhofer, hamel, superchumbo, davis mixes)",seal,2003,10,4
8,feel good time (boris & beck remixes),p!nk featuring william orbit,2003,10,4
10,sinnerman (felix da housecat mix),nina simone,2003,10,4
1,into the sun,weekend players,2003,10,11
5,i need you (remixes),dave gahan,2003,10,11
1,send your love (remixes),sting,2003,10,18
6,shelter,ann nesby,2003,10,18
1,i love i love,georgie porgie,2003,10,25
1,lei lo lai,the latin project,2003,11,1
3,center of the sun,conjure one,2003,11,1
6,soul sloshing,venus hum,2003,11,1
9,future funk,seth lawrence,2003,11,1
10,long way home,atb,2003,11,1
1,what u do 2 me (remixes),boomkat,2003,11,8
3,a better world,ageha featuring jocelyn brown & loleatta holloway,2003,11,8
1,this beat is,superchumbo,2003,11,15
5,bringin' on the heartbreak (remixes),mariah carey,2003,11,15
6,you promised me (tu es foutu),in-grid,2003,11,15
7,the only thing missin' (remixes),aretha franklin,2003,11,15
1,stand (remixes),jewel,2003,11,22
3,just so you know (remixes),holly palmer,2003,11,22
1,"fly again (k&s project, r. rosario, scumfrog, j. vasquez mixes)",kristine w,2003,11,29
2,baby boy (j. vasquez & m. joshua mixes),beyonce,2003,11,29
7,i feel love,blue man group featuring venus hum,2003,11,29
1,milkshake (x-press 2 & dj zinc mixes),kelis,2003,12,6
6,rock wit u (awww baby),ashanti,2003,12,6
7,my love is always,saffron hill,2003,12,6
1,"waiting for you (thick dick, passengerz, 29 palms, d. carter)",seal,2003,12,13
1,believe,murk,2003,12,20
4,"nobody knows me (p. rauhofer, above & beyond, mount sims mixes)",madonna,2003,12,20
10,i'm waiting,aubrey vs. johnny vicious,2003,12,20
1,me against the music,britney spears featuring madonna,2004,1,3
1,are you ready for love,elton john,2004,1,10
1,"a thousand beautiful things (rauhofer, g&d, bimbo jones)",annie lennox,2004,1,17
3,lucky star,basement jaxx featuring dizzee rascal,2004,1,17
5,you're so beautiful,donna summer,2004,1,17
7,"release me (rauhofer, morris, cruz & bagz, midnight society)",industry,2004,1,17
1,stoned (deep dish remix),dido,2004,1,24
4,addicted (remixes),enrique iglesias,2004,1,24
1,wonderful (s. kleinenberg & d. aude mixes),annie lennox,2004,1,31
3,breathe (remixes),michelle branch,2004,1,31
8,the hurting,mac quayle featuring donna delory,2004,1,31
1,nothing fails (remixes),madonna,2004,2,7
3,fallen,sarah mclachlan,2004,2,7
10,walk on by (s.a.f. & eddie x mixes),cyndi lauper,2004,2,7
1,fake,simply red,2004,2,14
9,born slippy nuxx,underworld,2004,2,14
1,give it up,kevin aviance,2004,2,21
1,slow,kylie minogue,2004,2,28
3,"me, myself and i",beyonce,2004,2,28
1,love's divine,seal,2004,3,6
3,janet megamix 04 (chris cox remix),janet jackson,2004,3,6
5,"haru (widelife, j. vasquez, & demarko mixes)",haru,2004,3,6
1,burning,robbie rivera & axwell featuring suzan brittan,2004,3,13
4,slippin' away,sweet rains,2004,3,13
5,"powerless (say what you want) [widelife, junior, & chab mixes]",nelly furtado,2004,3,13
1,face to face,daft punk featuring todd edwards,2004,3,20
3,"born too slow (e. morillo, deepsky, & nubreed mixes)",the crystal method,2004,3,20
5,all things (just keep getting better),widelife with simone denny,2004,3,20
1,toxic (remixes),britney spears,2004,3,27
4,where love is,trinity featuring revi,2004,3,27
1,"love profusion (r. rosario, craig j., passengerz, & blow-up mixes)",madonna,2004,4,3
7,good boys (remixes),blondie,2004,4,3
9,"signed, sealed, delivered",colton ford and pepper mashay,2004,4,3
1,"not in love (d. aude, minge binge, & r.h. vission mixes)",enrique iglesias featuring kelis,2004,4,10
3,free (s.a.f. & nemo mixes),sarah brightman,2004,4,10
10,make me dance all night,3 speaker high,2004,4,10
1,save my soul,kristine w,2004,4,17
2,truly,delerium featuring nerina pallot,2004,4,17
10,friday marshmallow,samba la casa,2004,4,17
1,amazing (full intention & jack 'n' rory mixes),george michael,2004,4,24
10,electrify,gts featuring heigo tani,2004,4,24
1,hole in the head,sugababes,2004,5,1
1,never let me down,richard vission,2004,5,8
4,straight ahead,tube & berger featuring chrissie hynde,2004,5,8
8,broken wings,thea austin,2004,5,8
1,just a little while (p. rauhofer & m. joshua mixes),janet jackson,2004,5,15
3,saving my love (rosabel & josh harris mixes),pat hodges,2004,5,15
5,you make me feel brand new (remixes),simply red,2004,5,15
1,how did you know,kurtis mantronik presents chamonix,2004,5,22
1,"dip it low (full intention, jj flores, tyas & lawrence mixes)",christina milian,2004,5,29
3,my life,junior presents jason,2004,5,29
4,illusion,benassi bros. featuring sandy,2004,5,29
5,left outside alone (j. nevins remix),anastacia,2004,5,29
1,naughty girl (calderone & quayle remix),beyonce,2004,6,5
5,come into my life (remixes),joyce sims,2004,6,5
10,a day in the life (2004 remix),friscia & lamboy vs. todd terry,2004,6,5
1,strict machine (remixes),goldfrapp,2004,6,12
6,the force of gravity,bt featuring jc chasez,2004,6,12
8,let it go,norty cotto,2004,6,12
1,"i'm ready (d. aude, s. nick, m. rizzo, & dummies mixes)",cherie,2004,6,19
6,she wants to move (basement jaxx & j. nevins mixes),n*e*r*d,2004,6,19
9,don't look back (n. cotto & j. nevins mixes),thalia,2004,6,19
1,cha cha heels,rosabel with jeanie tracy,2004,6,26
2,sanctuary,origene,2004,6,26
1,one with you (lorimer/c. cox/rizzo/kupper mixes) ,sun,2004,7,3
4,hell in paradise,ono,2004,7,3
10,feels good,dolce,2004,7,3
1,da hype,junior jack featuring robert smith,2004,7,10
7,hear my name,armand van helden featuring spalding rockwell,2004,7,10
1,bac n da day,frankie knuckles featuring jamie principle,2004,7,17
8,heartattack,jahkey b. featuring satta,2004,7,17
1,all nite (don't stop) [s. kleinenberg & low end mixes],janet jackson,2004,7,24
5,steppin' out,kaskade,2004,7,24
8,destination unknown,gaudino featuring crystal waters,2004,7,24
1,let the sun shine ,milk & sugar featuring lizzy pattinson,2004,7,31
2,took my life,vernessa mitchell,2004,7,31
1,push the feeling on (rosabel & jca mixes),nightcrawlers,2004,8,7
5,luv 2 luv,suzanne palmer,2004,8,7
10,take my breath away (e. baez & the passengerz mixes),jessica simpson,2004,8,7
1,stolen car (take me dancing) [d. aude & r.h. vission mixes],sting featuring twista,2004,8,14
1,that phone track,dj dan,2004,8,21
1,i wanna thank ya (hex/m. quayle/dio mixes),angie stone,2004,8,28
2,world on fire (jxl & m. de vries mixes),sarah mclachlan,2004,8,28
5,dive (c. cox/scotty k./solar city mixes),debby holiday,2004,8,28
1,push,ghostface featuring missy elliott,2004,9,4
1,flawless (go to the city),george michael,2004,9,11
2,good luck,basement jaxx featuring lisa kekaula,2004,9,11
1,time,murk,2004,9,18
4,what're you gonna do (ralphi/j. randolph mixes),alyson,2004,9,18
9,make your move,dave armstrong,2004,9,18
1,foolish mind games,jason walker,2004,9,25
1,stupidisco,junior jack,2004,10,2
5,lola's theme,shape: uk,2004,10,2
6,if i close my eyes,reina,2004,10,2
7,freedom,joi cardwell,2004,10,2
1,one rhythm (ralphi/h&g/craig j. mixes),debi nova,2004,10,9
4,you move me,amber,2004,10,9
1,o.g. bitch (hamel/smitty/h&g/blow-up/orange factory),esthero,2004,10,16
4,cherish the day,plummet,2004,10,16
1,how would u feel,david morales with lea-lorien,2004,10,23
6,matter of time (f. knuckles/groove junkies mixes),frankie knuckles featuring nicki richards,2004,10,23
10,can't go on,mike rizzo presents allie,2004,10,23
1,devil inside (r.h. vission/scumfrog mixes),utada,2004,10,30
5,mamasita,flexy,2004,10,30
1,dirtyfilthy,superchumbo featuring celeda,2004,11,6
8,follow this beat,paul johnson,2004,11,6
