acousticness,artist,danceability,day,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,month,position,speechiness,tempo,time_signature,title,valence,year
0.00371,queen latifah,0.825,16.0,258040.0,0.806,1.14e-05,8.0,0.0378,-11.181,0.0,6.0,7.0,0.146,119.377,4.0,come into my house,0.859,1990.0
0.116,celebrate the nun,0.672,23.0,332760.0,0.792,0.00659,4.0,0.0498,-11.227,0.0,6.0,5.0,0.0467,126.206,4.0,will you be there,0.923,1990.0
0.0865,en vogue,0.728,30.0,304467.0,0.464,0.0,1.0,0.343,-11.156,1.0,6.0,1.0,0.0605,96.944,4.0,hold on,0.383,1990.0
0.00362,george lamond,0.625,30.0,257560.0,0.727,0.000316,1.0,0.375,-11.289,0.0,6.0,5.0,0.0482,118.039,4.0,bad of the heart,0.789,1990.0
0.0115,technotronic,0.824,7.0,217173.0,0.951,8.1e-06,10.0,0.0546,-7.161,0.0,7.0,3.0,0.119,123.769,4.0,this beat is technotronic,0.709,1990.0
0.105,india,0.794,7.0,354493.0,0.816,3.59e-05,1.0,0.108,-9.324,1.0,7.0,6.0,0.0638,122.053,4.0,the lover who rocks you (all night),0.897,1990.0
0.168,electribe 101,0.605,7.0,423693.0,0.61,0.477,7.0,0.512,-15.169,0.0,7.0,8.0,0.0394,113.994,4.0,talking with myself (remix),0.214,1990.0
0.359,lisa stansfield,0.661,14.0,265440.0,0.751,8.1e-05,7.0,0.118,-6.734,1.0,7.0,2.0,0.107,100.734,4.0,you can't deny it,0.896,1990.0
0.00649,doug lazy,0.939,14.0,308160.0,0.65,0.00039,1.0,0.204,-13.31,1.0,7.0,5.0,0.218,114.806,4.0,can't hold back,0.302,1990.0
0.012,depeche mode,0.685,28.0,293987.0,0.643,0.214,8.0,0.126,-7.286,1.0,7.0,2.0,0.0276,114.203,4.0,policy of truth,0.366,1990.0
0.00366,black box,0.712,4.0,247002.0,0.785,7e-06,5.0,0.0878,-6.418,0.0,8.0,1.0,0.0386,117.644,4.0,everybody everybody,0.975,1990.0
0.0651,erasure,0.655,4.0,218840.0,0.866,0.297,11.0,0.255,-7.36,1.0,8.0,4.0,0.0314,123.027,4.0,star,0.962,1990.0
0.00129,the adventures of stevie v,0.757,18.0,243133.0,0.83,0.00741,5.0,0.0877,-13.169,0.0,8.0,1.0,0.0413,120.883,4.0,dirty cash (money talks),0.925,1990.0
0.00022,nitzer ebb,0.661,18.0,253973.0,0.721,4.34e-06,5.0,0.303,-13.563,1.0,8.0,3.0,0.051,119.621,4.0,getting closer,0.435,1990.0
0.0465,keith sweat,0.649,18.0,320507.0,0.805,3.51e-06,7.0,0.123,-10.53,1.0,8.0,5.0,0.0455,104.968,4.0,make you sweat,0.64,1990.0
0.00899,adeva,0.728,25.0,283800.0,0.455,0.0,7.0,0.0683,-16.132,1.0,8.0,4.0,0.0391,118.744,4.0,warning!,0.854,1990.0
0.00187,real life,0.696,25.0,314667.0,0.949,0.0286,8.0,0.0568,-11.158,1.0,8.0,9.0,0.0436,122.102,4.0,god tonight,0.963,1990.0
0.00014,bass-o-matic,0.614,1.0,254493.0,0.675,0.42,1.0,0.711,-13.913,0.0,9.0,6.0,0.0452,127.926,4.0,in the realm of the senses,0.909,1990.0
0.0239,the time,0.792,8.0,409333.0,0.897,0.000999,9.0,0.0491,-6.777,0.0,9.0,6.0,0.0537,120.639,4.0,jerk out,0.9,1990.0
0.0239,new order,0.603,8.0,270827.0,0.955,0.0451,1.0,0.119,-4.111,1.0,9.0,10.0,0.0458,123.922,4.0,world in motion,0.787,1990.0
0.15,bell biv devoe,0.722,15.0,272440.0,0.777,0.0,11.0,0.378,-6.761,0.0,9.0,6.0,0.0371,107.804,4.0,do me!,0.707,1990.0
0.397,candy flip,0.62,15.0,252773.0,0.905,0.0105,9.0,0.0868,-12.065,1.0,9.0,9.0,0.0626,91.298,4.0,strawberry fields forever,0.666,1990.0
0.0228,prince,0.775,29.0,200680.0,0.676,0.0,5.0,0.0631,-10.582,0.0,9.0,9.0,0.042,129.948,4.0,thieves in the temple,0.646,1990.0
0.00257,deskee,0.771,6.0,206000.0,0.864,0.46,5.0,0.0744,-13.06,0.0,10.0,1.0,0.0734,118.168,4.0,"dance, dance",0.562,1990.0
0.113,tony toni tone,0.823,6.0,298373.0,0.856,7.44e-06,2.0,0.283,-12.006,1.0,10.0,3.0,0.0935,117.18,4.0,feels good,0.658,1990.0
0.0427,lisa stansfield,0.656,13.0,271067.0,0.769,0.0,6.0,0.283,-6.262,1.0,10.0,1.0,0.0737,123.302,4.0,this is the right time,0.838,1990.0
0.00765,betty boo,0.801,20.0,222253.0,0.961,7.7e-05,10.0,0.0639,-7.027,0.0,10.0,1.0,0.0604,120.378,4.0,doin' the do,0.909,1990.0
0.0212,george lamond,0.475,20.0,313841.0,0.806,0.00174,0.0,0.0714,-11.891,1.0,10.0,4.0,0.0481,118.083,4.0,look into my eyes,0.962,1990.0
0.000816,cause and effect,0.601,20.0,265840.0,0.937,0.673,2.0,0.0805,-7.308,1.0,10.0,9.0,0.0509,124.013,4.0,what do you see,0.837,1990.0
0.0656,soul ii soul,0.792,27.0,297467.0,0.45,0.00312,4.0,0.343,-12.911,0.0,10.0,3.0,0.0442,115.008,4.0,people,0.827,1990.0
0.0606,2 in a room,0.793,3.0,245853.0,0.854,1.98e-06,11.0,0.0423,-13.158,0.0,11.0,1.0,0.052,122.856,4.0,wiggle it,0.838,1990.0
0.018,blue pearl,0.682,3.0,232013.0,0.828,3.37e-05,10.0,0.0537,-8.444,0.0,11.0,5.0,0.0403,115.008,4.0,naked in the rain,0.426,1990.0
0.1,soho,0.737,10.0,193840.0,0.713,0.0067,6.0,0.116,-15.083,1.0,11.0,2.0,0.0527,98.979,4.0,hippychick,0.837,1990.0
0.0708,pebbles,0.733,10.0,335320.0,0.799,1.67e-06,5.0,0.214,-8.759,0.0,11.0,10.0,0.0477,103.446,4.0,giving you the benefit,0.955,1990.0
0.00322,doug lazy,0.759,24.0,336520.0,0.9,0.163,10.0,0.0442,-13.667,0.0,11.0,1.0,0.0545,121.443,4.0,h.o.u.s.e.,0.973,1990.0
0.0208,nitzer ebb,0.86,24.0,282707.0,0.642,0.000321,6.0,0.26,-13.341,1.0,11.0,5.0,0.0577,119.623,4.0,fun to be had,0.693,1990.0
0.0103,cathy dennis,0.672,1.0,241693.0,0.736,0.0503,0.0,0.0706,-10.062,0.0,12.0,2.0,0.0386,118.776,4.0,just another dream,0.757,1990.0
3.42e-05,information society,0.622,1.0,234880.0,0.72,0.00301,0.0,0.323,-13.475,1.0,12.0,5.0,0.0464,120.945,4.0,think,0.903,1990.0
0.00123,pet shop boys,0.561,8.0,238387.0,0.893,0.408,0.0,0.176,-7.663,1.0,12.0,4.0,0.038,119.863,4.0,so hard,0.674,1990.0
0.00268,monie love,0.776,8.0,224827.0,0.69,0.000866,10.0,0.0548,-13.493,0.0,12.0,7.0,0.0473,115.039,4.0,monie in the middle,0.694,1990.0
0.000801,c+c music factory,0.553,29.0,243653.0,0.864,0.528,6.0,0.121,-5.578,1.0,12.0,1.0,0.0816,112.971,4.0,gonna make you sweat (everybody dance now),0.783,1990.0
0.00731,depeche mode,0.66,29.0,267040.0,0.883,0.831,10.0,0.0544,-7.802,0.0,12.0,6.0,0.0419,122.243,4.0,world in my eyes,0.959,1990.0
0.00244,madonna,0.705,26.0,294267.0,0.821,0.684,1.0,0.0572,-7.085,1.0,1.0,1.0,0.128,99.642,4.0,justify my love,0.456,1991.0
0.0679,snap!,0.862,26.0,221427.0,0.652,0.012,5.0,0.0801,-12.927,0.0,1.0,4.0,0.0395,120.899,4.0,mary had a little boy,0.959,1991.0
0.0196,renegade soundwave,0.677,26.0,354733.0,0.833,0.848,6.0,0.365,-13.067,1.0,1.0,5.0,0.0431,119.221,4.0,thunder,0.854,1991.0
0.0132,culture beat,0.747,26.0,238040.0,0.744,0.000394,6.0,0.131,-10.83,0.0,1.0,6.0,0.033,124.867,4.0,i like you,0.341,1991.0
0.0787,black box,0.706,2.0,273059.0,0.88,0.00795,0.0,0.0501,-7.063,1.0,2.0,1.0,0.0576,120.127,4.0,i don't know anybody else,0.947,1991.0
0.0073,adamski,0.677,2.0,383726.0,0.534,0.0211,7.0,0.0529,-12.331,1.0,2.0,8.0,0.0536,121.283,4.0,the space jungle,0.587,1991.0
0.000966,nine inch nails,0.63,2.0,246333.0,0.865,0.607,11.0,0.817,-10.824,1.0,2.0,10.0,0.052,128.437,4.0,sin,0.735,1991.0
0.144,janet jackson,0.753,9.0,349693.0,0.948,0.00962,1.0,0.439,-9.593,1.0,2.0,4.0,0.058,103.171,4.0,love will never do (without you),0.488,1991.0
0.00435,ll cool j,0.608,9.0,246533.0,0.669,0.0109,1.0,0.337,-10.834,0.0,2.0,7.0,0.335,202.062,4.0,around the way girl,0.679,1991.0
3.53e-05,shawn christopher,0.786,16.0,403469.0,0.739,0.807,1.0,0.108,-10.068,0.0,2.0,1.0,0.0532,121.743,4.0,another sleepless night,0.0773,1991.0
0.000459,the adventures of stevie v,0.766,23.0,324533.0,0.879,0.0131,11.0,0.0296,-8.417,0.0,2.0,2.0,0.0529,118.785,4.0,jealousy,0.684,1991.0
0.0023,meat beat manifesto,0.565,23.0,284533.0,0.908,0.309,10.0,0.0676,-12.429,0.0,2.0,7.0,0.0561,115.595,4.0,psyche out,0.824,1991.0
0.0303,tracie spencer,0.74,2.0,306533.0,0.738,0.00406,6.0,0.0324,-9.849,0.0,3.0,7.0,0.0399,112.589,4.0,this house,0.971,1991.0
0.00723,the cover girls,0.629,9.0,402940.0,0.857,0.331,6.0,0.083,-10.33,0.0,3.0,8.0,0.0396,115.781,4.0,funk boutique,0.685,1991.0
0.141,ambitious lovers,0.568,9.0,297267.0,0.859,6.57e-05,4.0,0.208,-12.484,0.0,3.0,10.0,0.0539,198.499,4.0,umbabarauma,0.761,1991.0
0.206,mariah carey,0.685,16.0,246107.0,0.819,2.23e-06,1.0,0.0251,-8.686,0.0,3.0,1.0,0.0405,109.855,4.0,someday,0.937,1991.0
0.0183,cause and effect,0.648,16.0,283933.0,0.699,0.111,0.0,0.343,-11.729,1.0,3.0,8.0,0.0328,122.964,4.0,you think you know her,0.753,1991.0
0.101,michael mcdonald,0.783,16.0,346507.0,0.866,0.00106,5.0,0.051,-9.95,0.0,3.0,9.0,0.0452,120.554,4.0,all we got,0.876,1991.0
0.00293,cathy dennis,0.656,23.0,208867.0,0.773,0.0651,10.0,0.316,-10.309,0.0,3.0,1.0,0.0328,118.01,4.0,touch me (all night long),0.473,1991.0
0.0201,madonna,0.725,30.0,331733.0,0.652,6.76e-05,1.0,0.108,-10.017,1.0,3.0,6.0,0.05,117.946,4.0,rescue me,0.355,1991.0
0.0236,londonbeat,0.678,6.0,230067.0,0.659,0.00192,11.0,0.0744,-12.695,0.0,4.0,1.0,0.0396,113.542,4.0,i've been thinking about you,0.899,1991.0
0.347,janet jackson,0.735,20.0,287827.0,0.835,0.0305,6.0,0.201,-8.167,1.0,4.0,9.0,0.0459,112.311,4.0,state of the world,0.847,1991.0
0.0279,n-joi,0.679,27.0,243827.0,0.885,0.194,0.0,0.0831,-9.371,1.0,4.0,4.0,0.033,124.991,4.0,anthem,0.703,1991.0
0.0425,deee-lite,0.824,27.0,224867.0,0.836,0.249,9.0,0.109,-15.322,1.0,4.0,7.0,0.0759,120.267,4.0,e.s.p.,0.526,1991.0
0.000341,emf,0.637,27.0,209813.0,0.849,0.0386,1.0,0.141,-6.855,1.0,4.0,9.0,0.0362,104.074,4.0,unbelievable,0.936,1991.0
0.0117,black box,0.876,4.0,298691.0,0.862,0.000276,6.0,0.0658,-7.694,0.0,5.0,1.0,0.062,118.396,4.0,strike it up,0.915,1991.0
9.13e-05,latour,0.84,11.0,315214.0,0.801,0.863,11.0,0.0591,-6.968,0.0,5.0,1.0,0.0387,125.078,4.0,people are still having sex,0.864,1991.0
0.000127,alison limerick,0.708,11.0,416027.0,0.566,0.0338,11.0,0.29,-10.142,0.0,5.0,3.0,0.0362,121.997,4.0,where love lives,0.731,1991.0
0.000429,cartouche,0.792,11.0,340000.0,0.873,0.39,8.0,0.183,-11.034,0.0,5.0,8.0,0.0627,123.019,4.0,feel the groove,0.667,1991.0
0.022,crystal waters,0.487,25.0,217760.0,0.749,0.00324,2.0,0.0548,-8.749,0.0,5.0,1.0,0.0371,120.038,4.0,gypsy woman (she's homeless),0.542,1991.0
0.00117,those guys,0.734,25.0,675120.0,0.624,0.745,2.0,0.726,-8.872,1.0,5.0,2.0,0.031,119.967,4.0,tonite,0.228,1991.0
0.000815,daisy dee,0.748,25.0,332787.0,0.96,0.00229,4.0,0.033,-7.475,0.0,5.0,10.0,0.0561,124.571,4.0,crazy,0.754,1991.0
0.00546,jellybean,0.763,1.0,298813.0,0.675,0.0613,6.0,0.152,-11.962,0.0,6.0,5.0,0.0712,119.482,4.0,spillin' the beans,0.772,1991.0
0.00669,definition of sound,0.594,1.0,248573.0,0.647,0.296,11.0,0.117,-12.615,1.0,6.0,10.0,0.0473,115.378,4.0,now is tomorrow,0.54,1991.0
0.0133,pet shop boys,0.487,8.0,272333.0,0.943,0.242,3.0,0.0807,-11.939,1.0,6.0,4.0,0.0497,128.577,4.0,where the streets have no name,0.171,1991.0
0.0314,ll cool j,0.791,8.0,289693.0,0.759,0.674,10.0,0.255,-7.378,0.0,6.0,7.0,0.129,102.382,4.0,mama said knock you out,0.619,1991.0
0.0364,enigma,0.624,15.0,241373.0,0.747,0.209,4.0,0.174,-8.824,0.0,6.0,7.0,0.0556,99.003,4.0,mea culpa part ii,0.376,1991.0
0.00229,deee-lite,0.753,22.0,279067.0,0.671,0.123,10.0,0.325,-14.0,0.0,6.0,1.0,0.0443,117.082,4.0,good beat,0.8,1991.0
0.00203,bass-o-matic,0.736,22.0,248427.0,0.636,0.413,1.0,0.291,-12.96,1.0,6.0,4.0,0.0594,101.645,4.0,fascinating rhythm,0.766,1991.0
0.0307,nomad,0.724,29.0,251307.0,0.94,0.00364,1.0,0.351,-9.737,1.0,6.0,1.0,0.0499,116.46,4.0,(i wanna give you) devotion,0.81,1991.0
0.0447,alexander o'neal,0.71,29.0,364707.0,0.58,1.8e-05,7.0,0.199,-10.743,0.0,6.0,10.0,0.0422,113.865,4.0,what is this thing called love,0.586,1991.0
4.18e-05,jomanda,0.708,6.0,454960.0,0.604,0.639,6.0,0.0489,-13.591,0.0,7.0,1.0,0.0437,119.9,4.0,got a love for you,0.632,1991.0
0.00101,xpansions,0.726,6.0,231840.0,0.72,0.032,0.0,0.352,-12.68,1.0,7.0,5.0,0.0448,121.953,4.0,move your body (elevation),0.659,1991.0
0.00124,2 brothers on the 4th floor,0.828,13.0,269792.0,0.882,0.0233,11.0,0.195,-6.912,1.0,7.0,6.0,0.0533,123.998,4.0,can't help myself,0.847,1991.0
0.00944,electronic,0.703,13.0,320707.0,0.899,0.845,7.0,0.191,-6.115,1.0,7.0,8.0,0.0265,105.991,4.0,get the message,0.937,1991.0
0.00263,lisa lisa and cult jam,0.792,27.0,278267.0,0.731,0.0126,1.0,0.303,-9.659,1.0,7.0,1.0,0.0502,113.007,4.0,let the beat hit 'em,0.838,1991.0
0.0116,thelma houston,0.723,27.0,231093.0,0.925,0.00117,5.0,0.099,-7.163,1.0,7.0,5.0,0.0558,124.063,4.0,throw you down,0.923,1991.0
0.000826,the klf,0.732,3.0,200073.0,0.577,0.925,0.0,0.363,-11.716,1.0,8.0,1.0,0.0506,120.013,4.0,3 a.m. eternal,0.332,1991.0
0.0133,clubhouse,0.688,10.0,372213.0,0.952,0.0025,4.0,0.0477,-6.108,0.0,8.0,1.0,0.0697,122.184,4.0,deep in my heart,0.516,1991.0
0.0331,b.g. the prince of rap,0.867,17.0,390750.0,0.818,2.93e-05,7.0,0.331,-7.51,1.0,8.0,1.0,0.0726,111.975,4.0,this beat is hot,0.667,1991.0
0.0183,brothers in rhythm,0.612,24.0,226293.0,0.822,0.00123,0.0,0.0747,-13.164,0.0,8.0,1.0,0.0393,124.112,4.0,such a good feeling,0.954,1991.0
0.0146,d.s.k.,0.785,24.0,330333.0,0.978,0.0598,11.0,0.0853,-7.309,0.0,8.0,5.0,0.0902,127.869,4.0,what would we do,0.767,1991.0
0.187,siouxsie & the banshees,0.6,24.0,277147.0,0.949,0.00539,7.0,0.105,-5.473,0.0,8.0,8.0,0.0556,99.387,4.0,kiss them for me,0.752,1991.0
0.039,heavy d & the boyz,0.744,31.0,258200.0,0.697,0.0,8.0,0.171,-14.753,1.0,8.0,2.0,0.0631,119.955,4.0,now that we found love,0.683,1991.0
0.0981,chubb rock,0.893,31.0,236107.0,0.843,6.76e-06,11.0,0.117,-12.636,0.0,8.0,8.0,0.124,114.087,4.0,the chubbster,0.696,1991.0
0.0624,culture beat,0.722,31.0,250667.0,0.89,0.0264,10.0,0.0389,-9.332,0.0,8.0,9.0,0.0415,122.276,4.0,no deeper meaning,0.579,1991.0
0.00184,afrika bambaataa,0.717,7.0,225693.0,0.925,0.699,0.0,0.154,-8.194,1.0,9.0,4.0,0.0347,123.07,4.0,just get up and dance,0.623,1991.0
0.00137,cut 'n' move,0.81,7.0,229107.0,0.695,0.0142,5.0,0.0914,-12.172,1.0,9.0,8.0,0.0755,108.948,4.0,get serious,0.603,1991.0
0.0344,frankie knuckles,0.71,14.0,417707.0,0.616,0.225,0.0,0.0936,-16.306,1.0,9.0,1.0,0.116,120.385,4.0,the whistle song,0.398,1991.0
0.000611,emf,0.543,14.0,259667.0,0.864,0.00223,8.0,0.207,-9.874,1.0,9.0,6.0,0.0381,113.952,4.0,lies,0.759,1991.0
0.0134,crystal waters,0.8,21.0,381400.0,0.778,0.0119,1.0,0.323,-8.237,0.0,9.0,1.0,0.039,120.014,4.0,makin' happy,0.944,1991.0
2.22e-05,quadrophonia,0.416,21.0,404236.0,0.663,0.777,11.0,0.12,-11.864,1.0,9.0,7.0,0.0598,129.376,4.0,quadrophonia,0.281,1991.0
0.0401,lisa fischer,0.655,5.0,284960.0,0.902,0.00045,5.0,0.0722,-8.038,1.0,10.0,2.0,0.0357,116.255,4.0,save me,0.787,1991.0
0.433,unity,0.499,5.0,275133.0,0.599,0.0013,3.0,0.141,-9.865,1.0,10.0,10.0,0.0545,160.084,4.0,unity,0.162,1991.0
0.0478,jesus jones,0.596,12.0,188760.0,0.547,4.92e-05,0.0,0.157,-13.136,1.0,10.0,5.0,0.0331,110.209,4.0,real real real,0.697,1991.0
0.0982,stereo mc's,0.816,19.0,272667.0,0.685,8.73e-05,11.0,0.194,-15.296,1.0,10.0,1.0,0.083,110.108,4.0,lost in music,0.796,1991.0
0.484,karyn white,0.68,26.0,247160.0,0.941,7.43e-05,1.0,0.0656,-7.509,0.0,10.0,6.0,0.0374,110.264,4.0,romantic,0.823,1991.0
0.0326,naughty by nature,0.848,26.0,271067.0,0.838,4.63e-06,4.0,0.124,-11.949,0.0,10.0,7.0,0.0723,97.735,4.0,o.p.p.,0.774,1991.0
0.000937,my life with the thrill kill kult,0.686,26.0,352733.0,0.718,0.0511,10.0,0.508,-10.806,0.0,10.0,10.0,0.067,106.376,4.0,sexplosion,0.79,1991.0
0.00757,cece peniston,0.807,2.0,245000.0,0.653,0.0,7.0,0.0505,-11.01,1.0,11.0,1.0,0.0474,120.08,4.0,finally,0.845,1991.0
0.035,vanessa williams,0.722,2.0,280560.0,0.9,0.403,5.0,0.323,-8.79,1.0,11.0,2.0,0.046,115.297,4.0,running back to you,0.875,1991.0
0.00504,the farm,0.58,2.0,251933.0,0.966,0.0118,7.0,0.111,-7.278,1.0,11.0,4.0,0.0593,115.806,4.0,groovy train,0.704,1991.0
0.00675,thompson twins,0.601,9.0,238427.0,0.87,0.487,8.0,0.166,-9.121,1.0,11.0,7.0,0.0401,102.013,4.0,come inside,0.784,1991.0
0.0107,react 2 rhythm,0.684,16.0,371067.0,0.84,0.853,1.0,0.337,-8.916,1.0,11.0,6.0,0.0575,119.882,4.0,intoxication,0.512,1991.0
0.000403,kym sims,0.776,23.0,211200.0,0.585,0.227,0.0,0.0737,-11.551,1.0,11.0,5.0,0.0361,118.996,4.0,too blind to see it,0.698,1991.0
0.0411,mariah carey,0.741,30.0,248093.0,0.752,0.0012,9.0,0.0233,-7.009,0.0,11.0,1.0,0.0359,114.851,4.0,emotions,0.942,1991.0
0.0507,salt-n-pepa,0.863,30.0,213267.0,0.543,0.0,6.0,0.241,-13.497,1.0,11.0,6.0,0.13,106.929,4.0,let's talk about sex,0.799,1991.0
0.00027,turntable terror,0.751,7.0,277960.0,0.481,0.684,11.0,0.113,-17.477,0.0,12.0,6.0,0.0704,124.85,4.0,break,0.566,1991.0
0.0359,mc 900 ft. jesus,0.783,7.0,249000.0,0.786,0.696,9.0,0.0659,-7.97,0.0,12.0,10.0,0.0539,112.743,4.0,killer inside me,0.968,1991.0
0.0253,lisa stansfield,0.677,14.0,274747.0,0.845,0.00102,2.0,0.325,-8.27,0.0,12.0,1.0,0.0379,105.893,4.0,change,0.639,1991.0
0.00196,public enemy,0.802,14.0,321573.0,0.872,0.0,11.0,0.132,-7.651,1.0,12.0,5.0,0.139,101.664,4.0,can't truss it,0.607,1991.0
0.0489,p.m. dawn,0.759,14.0,252186.0,0.834,0.0,7.0,0.26,-5.13,1.0,12.0,6.0,0.161,98.979,4.0,set adrift on memory bliss,0.763,1991.0
0.0267,adeva,0.532,28.0,366933.0,0.554,0.0193,10.0,0.167,-15.962,0.0,12.0,1.0,0.0508,117.622,4.0,it should have been me,0.495,1991.0
0.0371,abc,0.647,28.0,265226.0,0.684,0.0187,5.0,0.114,-15.075,1.0,12.0,3.0,0.0428,120.021,4.0,say it,0.896,1991.0
0.000652,robert owens,0.731,4.0,456911.0,0.859,0.000184,10.0,0.116,-6.209,0.0,1.0,1.0,0.0414,121.867,4.0,i'll be your friend,0.573,1992.0
0.0348,seal,0.619,4.0,340307.0,0.652,4.14e-05,11.0,0.0945,-11.426,1.0,1.0,6.0,0.033,123.683,4.0,the beginning,0.668,1992.0
0.000174,simone,0.814,4.0,397827.0,0.782,0.00903,7.0,0.302,-9.54,1.0,1.0,8.0,0.047,119.826,4.0,my family depends on me,0.58,1992.0
8.01e-06,lords of acid,0.533,11.0,280493.0,0.984,0.823,7.0,0.278,-3.739,1.0,1.0,4.0,0.0484,127.978,4.0,take control,0.484,1992.0
0.0243,cut 'n' move,0.721,18.0,249693.0,0.688,0.324,1.0,0.073,-14.404,1.0,1.0,9.0,0.0434,122.268,4.0,spread love,0.84,1992.0
4.91e-05,right said fred,0.683,25.0,170467.0,0.739,0.0122,11.0,0.293,-12.831,0.0,1.0,4.0,0.0495,122.113,4.0,i'm too sexy,0.836,1992.0
0.0013,l.a. style,0.599,1.0,344400.0,0.976,0.787,0.0,0.383,-7.649,0.0,2.0,4.0,0.0859,130.724,4.0,james brown is dead,0.501,1992.0
0.00258,r.a.f.,0.681,1.0,341253.0,0.829,0.613,5.0,0.107,-12.568,0.0,2.0,10.0,0.047,123.501,4.0,we gonna get,0.477,1992.0
0.0217,clivilles & cole,0.812,8.0,724551.0,0.904,0.00114,11.0,0.362,-5.199,1.0,2.0,1.0,0.0633,121.163,4.0,a deeper love,0.234,1992.0
0.00283,b.g. the prince of rap,0.668,8.0,402000.0,0.972,0.00657,6.0,0.253,-7.852,0.0,2.0,2.0,0.0558,120.412,4.0,take control of the party,0.638,1992.0
0.0824,michael jackson,0.741,29.0,202853.0,0.894,0.0527,4.0,0.089,-3.826,1.0,2.0,2.0,0.0495,114.869,4.0,black or white,0.96,1992.0
0.000201,siouxsie & the banshees,0.631,29.0,250653.0,0.908,0.00565,10.0,0.0973,-5.513,0.0,2.0,6.0,0.0456,120.473,4.0,fear (of the unknown),0.721,1992.0
0.000241,cece peniston,0.685,7.0,328800.0,0.651,0.00592,0.0,0.355,-10.469,1.0,3.0,1.0,0.0298,120.017,4.0,we got a love thang,0.754,1992.0
0.00181,susan clark,0.931,7.0,304000.0,0.606,0.000803,9.0,0.0534,-10.326,0.0,3.0,4.0,0.0728,117.921,4.0,deeper,0.723,1992.0
0.00187,fierce ruling diva,0.632,7.0,298000.0,0.979,0.944,10.0,0.0869,-7.766,0.0,3.0,7.0,0.0493,123.079,4.0,rubb it in,0.963,1992.0
0.00265,desiya,0.812,14.0,481025.0,0.893,8.5e-05,6.0,0.0795,-6.916,0.0,3.0,1.0,0.0616,122.196,4.0,comin' on strong,0.887,1992.0
0.0195,clivilles & cole,0.716,14.0,213000.0,0.933,0.488,7.0,0.682,-7.832,1.0,3.0,6.0,0.0424,128.577,4.0,pride (in the name of love),0.896,1992.0
1.21e-05,radioactive goldfish,0.69,14.0,277360.0,0.834,0.633,10.0,0.217,-11.94,0.0,3.0,8.0,0.0737,123.033,4.0,l.s.d. is the bomb,0.77,1992.0
0.000833,chic,0.824,21.0,399693.0,0.799,0.0449,2.0,0.0281,-6.188,1.0,3.0,1.0,0.0382,117.826,4.0,chic mystique,0.8,1992.0
0.152,jomanda,0.811,21.0,264373.0,0.725,0.65,7.0,0.0728,-10.718,0.0,3.0,7.0,0.0605,119.909,4.0,the true meaning of love,0.865,1992.0
0.0003,shawn christopher,0.72,4.0,226013.0,0.532,0.00142,8.0,0.0507,-17.31,1.0,4.0,1.0,0.0471,120.271,4.0,don't lose the magic,0.526,1992.0
0.0352,definition of sound,0.829,11.0,285160.0,0.596,0.0,10.0,0.0616,-12.676,0.0,4.0,1.0,0.175,119.986,4.0,moira jane's cafe,0.851,1992.0
0.153,michael jackson,0.831,11.0,239227.0,0.921,0.00213,5.0,0.305,-2.383,0.0,4.0,2.0,0.0581,108.002,4.0,remember the time,0.794,1992.0
0.00031,adeva,0.73,11.0,466982.0,0.714,0.0408,1.0,0.0959,-11.327,1.0,4.0,7.0,0.0365,118.876,4.0,independent woman,0.608,1992.0
0.000688,seal,0.655,11.0,401773.0,0.955,0.724,10.0,0.125,-4.062,0.0,4.0,9.0,0.0469,118.39,4.0,killer,0.596,1992.0
0.000264,the shamen,0.659,18.0,265800.0,0.984,0.359,9.0,0.361,-6.128,1.0,4.0,1.0,0.0468,120.002,4.0,make it mine,0.708,1992.0
0.0157,gypsymen,0.85,25.0,245331.0,0.709,0.00756,3.0,0.157,-7.623,0.0,4.0,1.0,0.066,128.153,4.0,hear the music,0.729,1992.0
0.0403,black sheep,0.847,25.0,243200.0,0.684,0.0,10.0,0.0781,-12.048,0.0,4.0,9.0,0.248,101.277,4.0,the choice is yours,0.688,1992.0
0.000328,lidell townsell,0.757,2.0,459133.0,0.911,0.332,1.0,0.105,-7.439,0.0,5.0,2.0,0.0447,126.0,4.0,nu nu,0.744,1992.0
0.189,jody watley,0.764,2.0,261040.0,0.703,0.0,2.0,0.277,-8.772,0.0,5.0,3.0,0.0369,112.186,4.0,i'm the one you need,0.701,1992.0
0.0383,right said fred,0.582,2.0,241867.0,0.828,0.25,4.0,0.204,-12.605,1.0,5.0,8.0,0.0414,124.0,4.0,don't talk just kiss,0.747,1992.0
0.00283,frankie knuckles,0.905,9.0,255200.0,0.567,6.56e-05,10.0,0.321,-12.667,0.0,5.0,1.0,0.114,118.759,4.0,workout,0.507,1992.0
0.00458,sir mix-a-lot,0.933,9.0,262827.0,0.666,0.0,8.0,0.0908,-11.277,1.0,5.0,5.0,0.308,128.466,4.0,baby got back,0.635,1992.0
0.00418,quadrophonia,0.371,9.0,227666.0,0.7,0.284,1.0,0.196,-9.702,1.0,5.0,9.0,0.0384,121.214,4.0,schizofrenia,0.209,1992.0
0.00119,ultra nate,0.761,16.0,390973.0,0.566,0.00952,5.0,0.0461,-15.343,0.0,5.0,7.0,0.0399,117.742,4.0,rejoicing (i'll never forget),0.731,1992.0
