acousticness,artist,danceability,day,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,month,position,speechiness,tempo,time_signature,title,valence,year
0.0151,bt,0.615,28.0,731467.0,0.849,0.462,0.0,0.224,-11.627,0.0,3.0,1.0,0.0463,127.998,4.0,remember,0.426,1998.0
0.00407,staxx,0.656,28.0,355800.0,0.991,0.807,10.0,0.268,-7.997,0.0,3.0,3.0,0.0477,129.994,4.0,temptation,0.538,1998.0
0.0505,jamiroquai,0.658,28.0,249107.0,0.937,0.0124,5.0,0.371,-5.72,1.0,3.0,9.0,0.0489,113.382,4.0,high times,0.842,1998.0
0.48,lisa stansfield,0.604,11.0,277960.0,0.473,0.0,0.0,0.0672,-7.345,1.0,4.0,1.0,0.0671,142.567,4.0,i'm leavin',0.416,1998.0
0.0165,sex-o-sonique,0.661,25.0,403129.0,0.854,0.0146,9.0,0.363,-6.4,1.0,4.0,10.0,0.0574,126.903,4.0,i thought it was you,0.652,1998.0
0.662,madonna,0.602,2.0,367333.0,0.616,0.0153,1.0,0.149,-10.917,1.0,5.0,1.0,0.0353,108.017,4.0,frozen,0.31,1998.0
0.000111,bebe winans,0.804,2.0,397173.0,0.676,0.898,8.0,0.24,-11.177,1.0,5.0,6.0,0.0679,124.179,4.0,thank you,0.586,1998.0
0.291,janet,0.799,2.0,317560.0,0.514,0.0,7.0,0.518,-6.794,0.0,5.0,10.0,0.0478,125.104,4.0,i get lonely,0.454,1998.0
0.00107,wayne g,0.751,16.0,432263.0,0.832,0.693,9.0,0.0746,-13.249,1.0,5.0,3.0,0.0644,150.063,4.0,twisted,0.521,1998.0
0.00149,shampale cartier,0.898,16.0,453547.0,0.652,0.93,0.0,0.084,-3.29,1.0,5.0,9.0,0.051,128.197,4.0,i got a man,0.75,1998.0
0.1,olive,0.645,16.0,236733.0,0.848,0.0186,0.0,0.132,-7.903,0.0,5.0,10.0,0.0337,82.681,4.0,miracle,0.821,1998.0
0.349,ultra nate,0.752,23.0,243400.0,0.882,0.00553,9.0,0.0745,-5.16,0.0,5.0,1.0,0.0588,126.863,4.0,found a cure,0.72,1998.0
3.54e-05,razor n' guido,0.768,23.0,254458.0,0.9,0.931,1.0,0.0887,-7.38,1.0,5.0,7.0,0.0624,131.931,4.0,do it again,0.777,1998.0
0.0083,pianoheadz,0.768,30.0,525514.0,0.924,0.0488,8.0,0.0338,-9.314,0.0,5.0,4.0,0.0543,129.006,4.0,distortion,0.604,1998.0
0.212,aretha franklin,0.631,6.0,266667.0,0.793,0.0,8.0,0.0441,-7.551,0.0,6.0,1.0,0.251,175.814,4.0,a rose is still a rose,0.826,1998.0
0.0792,jocelyn enriquez,0.696,6.0,242067.0,0.904,0.412,10.0,0.137,-8.371,0.0,6.0,9.0,0.0466,125.02,4.0,get into the rhythm,0.629,1998.0
0.0125,dario g,0.687,13.0,235850.0,0.979,0.0524,4.0,0.1,-4.499,1.0,6.0,1.0,0.072,133.001,4.0,sunchyme,0.338,1998.0
0.00957,robin s.,0.665,13.0,319267.0,0.89,0.000717,6.0,0.184,-6.661,1.0,6.0,3.0,0.0567,125.03,4.0,midnight,0.503,1998.0
0.000446,ralphi rosario,0.704,13.0,362504.0,0.815,0.863,3.0,0.0475,-8.856,0.0,6.0,4.0,0.0369,130.653,4.0,strings of life,0.887,1998.0
4.24e-05,hypertrophy,0.655,27.0,178867.0,0.985,0.875,9.0,0.0855,-6.169,0.0,6.0,2.0,0.0363,138.047,4.0,beautiful day,0.729,1998.0
0.732,mariah carey,0.4,4.0,230933.0,0.317,5.03e-05,7.0,0.086,-10.249,0.0,7.0,5.0,0.0317,107.845,4.0,my all,0.108,1998.0
0.00118,madonna,0.561,11.0,320693.0,0.909,0.46,3.0,0.0713,-7.878,1.0,7.0,1.0,0.0312,127.172,4.0,ray of light,0.71,1998.0
0.187,gloria estefan,0.632,11.0,275040.0,0.854,0.0,5.0,0.099,-6.185,1.0,7.0,7.0,0.0345,130.993,4.0,heaven's what i feel,0.509,1998.0
2.71e-06,the don,0.724,18.0,380947.0,0.728,0.899,9.0,0.116,-8.264,1.0,7.0,3.0,0.0367,125.992,4.0,the horn song,0.87,1998.0
0.0516,olive,0.704,25.0,314867.0,0.68,0.00204,9.0,0.089,-11.103,1.0,7.0,4.0,0.0421,139.171,4.0,outlaw,0.405,1998.0
0.0469,janet,0.895,8.0,282027.0,0.645,0.0205,8.0,0.251,-3.76,0.0,8.0,1.0,0.0685,102.082,4.0,go deep,0.799,1998.0
0.0491,the crystal method,0.546,15.0,338813.0,0.964,0.59,5.0,0.149,-7.213,1.0,8.0,1.0,0.0864,129.008,4.0,comin' back,0.0922,1998.0
0.786,jody watley,0.55,15.0,227760.0,0.311,1.05e-05,8.0,0.0909,-8.796,1.0,8.0,2.0,0.0302,112.396,4.0,if i'm not in love,0.1,1998.0
0.00306,urban soul,0.801,15.0,553135.0,0.766,0.579,4.0,0.0557,-6.03,0.0,8.0,9.0,0.0409,124.979,4.0,my urban soul,0.923,1998.0
0.0231,joi cardwell,0.64,22.0,395173.0,0.798,0.000834,9.0,0.145,-8.556,0.0,8.0,5.0,0.0379,121.984,4.0,found love,0.511,1998.0
0.216,aretha franklin,0.774,29.0,210400.0,0.722,0.0,9.0,0.0589,-8.56,0.0,8.0,1.0,0.168,99.267,4.0,here we go again,0.793,1998.0
0.000172,garbage,0.562,29.0,242587.0,0.883,0.185,7.0,0.0522,-6.03,1.0,8.0,5.0,0.0314,123.805,4.0,push it,0.759,1998.0
0.00177,david morales presents the face,0.622,5.0,401067.0,0.959,0.887,9.0,0.132,-8.205,0.0,9.0,1.0,0.0499,129.997,4.0,needin' u,0.398,1998.0
0.000137,barbara tucker,0.74,12.0,228867.0,0.864,0.0108,9.0,0.284,-5.856,1.0,9.0,1.0,0.0312,126.013,4.0,everybody dance,0.823,1998.0
0.00268,gloria estefan,0.689,19.0,279627.0,0.885,0.00011,1.0,0.37,-5.043,1.0,9.0,1.0,0.069,130.102,4.0,oye,0.762,1998.0
0.013,ace of base,0.721,19.0,215360.0,0.842,0.00187,1.0,0.076,-1.97,0.0,9.0,10.0,0.0279,109.966,4.0,cruel summer,0.882,1998.0
0.177,faithless,0.607,26.0,208507.0,0.897,0.885,10.0,0.17,-7.468,0.0,9.0,1.0,0.0448,130.549,4.0,god is a dj,0.391,1998.0
0.000494,taylor dayne,0.751,26.0,225813.0,0.767,0.00298,6.0,0.0491,-7.385,0.0,9.0,6.0,0.0442,128.288,4.0,whatever you want,0.938,1998.0
0.000246,hannah jones,0.669,3.0,439838.0,0.903,0.0097,2.0,0.143,-6.297,1.0,10.0,4.0,0.0391,126.914,4.0,what the child needs,0.694,1998.0
0.00128,stardust,0.729,10.0,260907.0,0.662,0.208,5.0,0.305,-7.191,0.0,10.0,1.0,0.337,124.149,4.0,music sounds better with you,0.359,1998.0
0.0266,the age of love,0.24,10.0,397573.0,0.939,0.842,9.0,0.176,-4.098,1.0,10.0,7.0,0.0656,119.229,4.0,the age of love,0.306,1998.0
0.00227,veronica,0.734,17.0,530733.0,0.733,0.371,8.0,0.0575,-8.655,1.0,10.0,1.0,0.0332,127.614,4.0,let me go...release me,0.428,1998.0
0.202,deborah cox,0.662,24.0,262333.0,0.531,1.16e-05,8.0,0.595,-5.3,1.0,10.0,1.0,0.0361,119.957,4.0,nobody's supposed to be here,0.399,1998.0
0.144,react,0.711,24.0,223330.0,0.846,7.93e-06,7.0,0.162,-6.145,0.0,10.0,4.0,0.0301,109.997,4.0,let's go all the way,0.837,1998.0
4.27e-05,brainbug,0.704,31.0,444422.0,0.968,0.124,5.0,0.0898,-6.928,0.0,10.0,4.0,0.0357,130.678,4.0,rain,0.551,1998.0
0.292,duke,0.591,31.0,288493.0,0.759,0.659,6.0,0.0899,-9.214,1.0,10.0,9.0,0.0332,120.01,4.0,greater,0.46,1998.0
0.00108,dat oven,0.792,7.0,355800.0,0.966,0.823,8.0,0.325,-5.36,0.0,11.0,9.0,0.0541,129.254,4.0,jet set,0.316,1998.0
0.00363,deep dish with everything but the girl,0.678,14.0,567973.0,0.756,0.196,9.0,0.0655,-6.879,0.0,11.0,1.0,0.0354,122.023,4.0,the future of the future (stay gold),0.42,1998.0
0.00849,donna lewis,0.759,21.0,256293.0,0.897,0.000877,0.0,0.11,-7.6,1.0,11.0,1.0,0.0544,120.141,4.0,love him,0.511,1998.0
0.139,monica,0.671,5.0,235573.0,0.766,0.0,1.0,0.26,-9.218,0.0,12.0,1.0,0.0634,152.088,4.0,the first night,0.906,1998.0
0.0286,mount rushmore,0.89,12.0,463360.0,0.774,0.163,7.0,0.0909,-9.05,1.0,12.0,2.0,0.0772,128.735,4.0,you better,0.771,1998.0
0.000989,aether,0.87,12.0,418693.0,0.672,0.0452,7.0,0.0786,-7.12,1.0,12.0,9.0,0.143,124.026,4.0,give away my fear,0.808,1998.0
0.109,reina,0.434,19.0,247667.0,0.954,2.47e-05,8.0,0.148,-3.151,1.0,12.0,2.0,0.0745,127.979,4.0,find another woman,0.413,1998.0
0.0445,gloria estefan,0.614,26.0,249267.0,0.888,8.25e-06,10.0,0.147,-6.64,0.0,12.0,2.0,0.0378,130.986,4.0,don't let this moment end,0.62,1998.0
0.107,deni hines,0.695,2.0,230853.0,0.813,5.66e-05,4.0,0.104,-8.102,0.0,1.0,4.0,0.0335,105.104,4.0,i like the way,0.836,1999.0
0.00128,vernessa mitchell,0.774,2.0,213703.0,0.821,0.45,1.0,0.519,-7.886,1.0,1.0,5.0,0.0338,129.982,4.0,this joy,0.184,1999.0
0.000621,kevin aviance,0.675,2.0,255027.0,0.976,0.34,9.0,0.621,-4.665,1.0,1.0,8.0,0.0924,128.003,4.0,join in the chant,0.279,1999.0
0.0082,cher,0.652,9.0,239027.0,0.917,0.0,6.0,0.0509,-6.72,1.0,1.0,1.0,0.0548,132.975,4.0,believe,0.459,1999.0
0.000405,vengaboys,0.79,16.0,241040.0,0.929,0.648,6.0,0.0693,-9.123,1.0,1.0,1.0,0.0671,135.951,4.0,up & down,0.894,1999.0
0.0403,george michael,0.742,23.0,283427.0,0.849,0.00268,5.0,0.324,-8.173,1.0,1.0,3.0,0.0366,121.803,4.0,outside,0.913,1999.0
0.848,engelbert humperdinck,0.162,23.0,204413.0,0.301,1.43e-05,5.0,0.101,-11.007,1.0,1.0,10.0,0.0307,84.413,4.0,release me,0.298,1999.0
8.65e-05,orgy,0.589,30.0,267000.0,0.696,3.43e-05,8.0,0.0779,-8.109,1.0,1.0,2.0,0.034,129.833,4.0,blue monday,0.938,1999.0
0.00246,joi cardwell,0.696,30.0,384907.0,0.928,0.00101,7.0,0.119,-9.161,1.0,1.0,8.0,0.0558,127.999,4.0,power,0.529,1999.0
0.162,whitney houston,0.806,6.0,292400.0,0.802,0.000885,1.0,0.0698,-7.076,1.0,2.0,1.0,0.102,127.931,4.0,it's not right but it's okay,0.529,1999.0
0.0158,ultra nate,0.759,6.0,300333.0,0.739,0.00228,1.0,0.224,-6.955,0.0,2.0,3.0,0.0387,107.028,4.0,pressure,0.653,1999.0
0.000446,dj jean,0.668,6.0,223493.0,0.957,0.764,7.0,0.183,-7.338,1.0,2.0,10.0,0.0587,135.886,4.0,u got my love,0.403,1999.0
0.00937,plasmic honey,0.725,13.0,511547.0,0.936,0.683,10.0,0.0501,-5.394,0.0,2.0,4.0,0.0479,134.982,4.0,take me to the top,0.418,1999.0
0.14,bette midler,0.875,20.0,237120.0,0.819,3.19e-05,0.0,0.427,-5.062,1.0,2.0,1.0,0.164,118.725,4.0,i'm beautiful,0.765,1999.0
0.00543,bt,0.596,20.0,404040.0,0.953,0.897,10.0,0.181,-8.929,0.0,2.0,10.0,0.0409,139.01,4.0,godspeed,0.327,1999.0
0.106,charlotte,0.351,27.0,254240.0,0.958,0.0216,7.0,0.0266,-5.008,1.0,2.0,1.0,0.0763,89.197,3.0,skin,0.689,1999.0
0.00325,faithless,0.664,6.0,433427.0,0.84,0.842,7.0,0.115,-9.401,0.0,3.0,5.0,0.032,128.261,4.0,take the long way home,0.384,1999.0
5.88e-05,garbage,0.469,6.0,223773.0,0.921,0.0481,5.0,0.276,-5.736,0.0,3.0,10.0,0.0386,131.862,4.0,special,0.519,1999.0
0.231,veronica,0.685,13.0,253493.0,0.596,0.0,4.0,0.0503,-7.154,0.0,3.0,2.0,0.0326,94.974,4.0,someone to hold,0.592,1999.0
0.0534,madonna,0.707,20.0,269093.0,0.692,0.00796,0.0,0.0649,-6.937,1.0,3.0,1.0,0.0409,116.868,4.0,nothing really matters,0.248,1999.0
0.00803,vengaboys,0.785,20.0,224227.0,0.905,0.859,8.0,0.046,-7.929,1.0,3.0,5.0,0.0449,136.018,4.0,we like to party!,0.969,1999.0
0.476,tori amos,0.41,27.0,266587.0,0.402,8.92e-06,2.0,0.133,-7.773,1.0,3.0,1.0,0.0292,119.659,4.0,jackie's strength,0.406,1999.0
0.0477,whitney houston feat. faith evans & kelly price,0.724,3.0,281493.0,0.535,0.0,3.0,0.0314,-7.616,0.0,4.0,1.0,0.0588,133.816,4.0,heartbreak hotel,0.664,1999.0
0.217,mariah carey,0.604,10.0,234933.0,0.53,0.0,7.0,0.125,-7.597,1.0,4.0,1.0,0.0332,117.941,4.0,i still believe,0.176,1999.0
0.0531,kathy brown,0.775,10.0,582750.0,0.724,0.00151,5.0,0.0761,-13.514,0.0,4.0,4.0,0.0576,126.982,4.0,joy,0.577,1999.0
0.000337,hani,0.781,17.0,430000.0,0.962,0.879,0.0,0.27,-6.64,1.0,4.0,1.0,0.0458,140.052,4.0,baby wants to ride,0.574,1999.0
0.00565,satoshi tomiie feat. robert owens & cevin fisher,0.752,24.0,426667.0,0.891,0.00586,7.0,0.286,-9.976,1.0,4.0,4.0,0.0736,126.961,4.0,darkness,0.373,1999.0
7.69e-05,orang'e,0.765,24.0,358600.0,0.776,0.674,0.0,0.0697,-7.504,1.0,4.0,8.0,0.0581,134.271,4.0,the musik,0.474,1999.0
0.0495,cher,0.593,1.0,224000.0,0.923,0.0,0.0,0.29,-6.19,1.0,5.0,1.0,0.101,124.862,4.0,strong enough,0.587,1999.0
0.0189,lutricia mcneal,0.712,1.0,213893.0,0.654,1.77e-05,0.0,0.0659,-5.485,0.0,5.0,6.0,0.0266,91.008,4.0,stranded,0.48,1999.0
0.198,deborah cox,0.811,8.0,260093.0,0.516,0.0,5.0,0.0994,-6.994,0.0,5.0,1.0,0.0734,120.089,4.0,it's over now,0.544,1999.0
0.00441,billie,0.692,15.0,220440.0,0.7,0.000185,9.0,0.0499,-5.436,0.0,5.0,9.0,0.0371,110.024,4.0,she wants you,0.359,1999.0
0.00714,kim english,0.778,22.0,247787.0,0.844,0.000104,6.0,0.117,-5.693,1.0,5.0,1.0,0.142,131.014,4.0,unspeakable joy,0.327,1999.0
0.00115,h.o.g. presents groovelines,0.857,22.0,246817.0,0.867,0.0352,11.0,0.107,-7.765,0.0,5.0,3.0,0.0859,122.991,4.0,got to dance disco,0.574,1999.0
0.000603,garbage,0.577,22.0,204587.0,0.851,0.000948,7.0,0.809,-7.111,0.0,5.0,4.0,0.0369,139.666,4.0,when i grow up,0.831,1999.0
0.000381,sm-trax,0.708,29.0,449667.0,0.694,0.874,7.0,0.0882,-13.462,0.0,5.0,1.0,0.0618,129.992,4.0,got the groove,0.5,1999.0
0.00144,amber,0.692,5.0,252467.0,0.968,0.0746,0.0,0.0929,-5.449,1.0,6.0,1.0,0.0515,130.997,4.0,sexual (li da di),0.797,1999.0
0.0258,blondie,0.539,5.0,245701.0,0.816,0.00202,9.0,0.076,-5.636,1.0,6.0,9.0,0.0632,159.689,4.0,maria,0.742,1999.0
0.0641,lovestation,0.825,12.0,226667.0,0.456,0.00246,3.0,0.24,-14.624,0.0,6.0,10.0,0.056,128.571,4.0,teardrops,0.795,1999.0
0.673,diana ross,0.679,19.0,269707.0,0.577,0.0,2.0,0.0713,-6.135,0.0,6.0,2.0,0.025,110.695,4.0,until we meet again,0.324,1999.0
0.257,m people,0.496,19.0,239160.0,0.789,0.0,2.0,0.105,-6.906,1.0,6.0,5.0,0.0527,170.231,4.0,testify,0.832,1999.0
0.00156,pete heller,0.731,26.0,206886.0,0.917,0.897,2.0,0.137,-5.722,1.0,6.0,1.0,0.0854,123.983,4.0,big love,0.785,1999.0
0.0249,andrea martin,0.787,26.0,212640.0,0.722,0.00131,1.0,0.261,-4.779,0.0,6.0,4.0,0.0306,97.987,4.0,share the love,0.77,1999.0
0.000184,carole sylvan,0.773,26.0,338200.0,0.936,0.855,10.0,0.0775,-9.582,1.0,6.0,8.0,0.0499,132.013,4.0,just doin' what we love,0.645,1999.0
0.0236,abigail,0.578,26.0,279371.0,0.99,0.0365,5.0,0.411,-0.929,0.0,6.0,9.0,0.0963,130.001,4.0,let the joy rise,0.445,1999.0
0.00411,ricky martin,0.425,3.0,243160.0,0.954,0.0,1.0,0.0555,-3.756,0.0,7.0,5.0,0.0476,178.043,4.0,livin' la vida loca,0.933,1999.0
0.00182,angel clivilles,0.666,3.0,371293.0,0.971,0.00317,0.0,0.101,-5.981,0.0,7.0,7.0,0.0571,130.173,4.0,one more chance,0.485,1999.0
0.00698,moloko,0.761,10.0,278000.0,0.775,0.000543,3.0,0.0512,-7.495,0.0,7.0,1.0,0.0339,123.017,4.0,sing it back,0.966,1999.0
0.0544,martha wash,0.529,10.0,189242.0,0.493,0.00681,5.0,0.105,-9.492,1.0,7.0,4.0,0.0298,119.907,4.0,come,0.27,1999.0
0.0276,atb,0.672,10.0,193880.0,0.941,0.926,9.0,0.149,-6.427,0.0,7.0,7.0,0.0494,130.218,4.0,9pm (till i come),0.754,1999.0
0.000141,cassius,0.828,24.0,277800.0,0.769,0.741,6.0,0.184,-10.409,1.0,7.0,6.0,0.0828,133.055,4.0,feeling for you,0.73,1999.0
0.122,madonna,0.52,31.0,260760.0,0.756,3.53e-05,11.0,0.389,-3.909,1.0,7.0,1.0,0.0288,122.448,4.0,beautiful stranger,0.286,1999.0
0.0888,dj rap,0.665,31.0,258733.0,0.814,0.592,8.0,0.432,-5.812,1.0,7.0,5.0,0.0404,106.988,4.0,good to be alive,0.45,1999.0
0.118,donna summer,0.566,7.0,247933.0,0.864,0.0,6.0,0.333,-6.045,0.0,8.0,1.0,0.0629,129.909,4.0,i will go with you (con te partiro),0.441,1999.0
0.163,charlotte,0.827,7.0,243667.0,0.822,3.02e-06,7.0,0.0638,-7.92,0.0,8.0,4.0,0.0724,124.955,4.0,someday,0.882,1999.0
0.0629,basement jaxx,0.645,14.0,218027.0,0.956,0.0013,10.0,0.326,-3.426,0.0,8.0,1.0,0.0488,126.855,4.0,red alert,0.842,1999.0
0.0569,enrique iglesias,0.626,21.0,212693.0,0.886,0.00343,7.0,0.107,-4.513,1.0,8.0,1.0,0.0377,99.883,4.0,bailamos,0.573,1999.0
0.0645,jennifer lopez,0.68,21.0,266000.0,0.625,5.81e-05,11.0,0.109,-7.0,0.0,8.0,5.0,0.0353,94.02,4.0,if you had my love,0.814,1999.0
0.0557,whitney houston,0.77,28.0,261573.0,0.475,4.81e-06,7.0,0.0607,-9.512,1.0,8.0,1.0,0.159,82.511,4.0,my love is your love,0.474,1999.0
0.00656,taylor dayne,0.624,4.0,207907.0,0.838,7.93e-05,8.0,0.227,-5.557,0.0,9.0,3.0,0.0377,128.994,4.0,naked without you,0.851,1999.0
0.00194,studio 45,0.765,4.0,342178.0,0.652,0.24,2.0,0.0427,-9.49,1.0,9.0,5.0,0.0489,131.944,4.0,freak it,0.805,1999.0
0.536,jennifer paige,0.378,4.0,245267.0,0.265,0.0,2.0,0.0899,-10.147,1.0,9.0,6.0,0.0296,116.762,4.0,always you,0.204,1999.0
0.0136,jamiroquai,0.7,11.0,331760.0,0.865,7.56e-05,9.0,0.0718,-5.827,0.0,9.0,1.0,0.133,128.04,4.0,canned heat,0.78,1999.0
0.0036,cyndi lauper,0.732,11.0,474160.0,0.887,0.725,2.0,0.277,-8.065,1.0,9.0,8.0,0.0354,130.993,4.0,disco inferno,0.796,1999.0
0.12,pocket size,0.67,25.0,256360.0,0.765,0.00868,0.0,0.0781,-5.707,1.0,9.0,1.0,0.0299,120.745,4.0,walking,0.974,1999.0
0.00084,moby,0.648,25.0,216453.0,0.872,0.579,6.0,0.485,-8.111,0.0,9.0,6.0,0.0451,108.01,4.0,bodyrock,0.353,1999.0
0.226,reina,0.674,25.0,243733.0,0.931,1.52e-06,2.0,0.0587,-3.866,1.0,9.0,7.0,0.0386,133.004,4.0,anything for love,0.477,1999.0
1.1e-05,true solace,0.738,25.0,420200.0,0.787,0.941,0.0,0.125,-9.3,1.0,9.0,10.0,0.0358,127.07,4.0,thank you,0.662,1999.0
0.00403,cher,0.638,2.0,238160.0,0.71,1.14e-06,0.0,0.113,-8.716,1.0,10.0,1.0,0.0296,134.008,4.0,all or nothing,0.39,1999.0
0.00145,judy albanese,0.789,2.0,435837.0,0.744,0.162,1.0,0.0236,-11.652,1.0,10.0,5.0,0.0479,125.004,4.0,you,0.807,1999.0
0.00168,candido,0.778,9.0,631220.0,0.782,0.787,5.0,0.544,-7.812,0.0,10.0,3.0,0.0421,121.85,4.0,jingo (remix),0.541,1999.0
0.00793,drama kidz,0.798,9.0,460267.0,0.953,0.928,6.0,0.0861,-10.532,0.0,10.0,9.0,0.0502,134.001,4.0,give it to me,0.439,1999.0
0.118,kevin aviance,0.753,16.0,240653.0,0.828,0.566,10.0,0.228,-8.6,0.0,10.0,2.0,0.0511,126.122,4.0,rhythm is my bitch,0.898,1999.0
0.39,mariah carey featuring jay-z,0.682,23.0,285893.0,0.742,0.0,10.0,0.351,-8.515,0.0,10.0,2.0,0.198,100.04,4.0,heartbreaker,0.782,1999.0
0.00224,jennifer lopez,0.694,30.0,246507.0,0.941,0.0826,10.0,0.109,-6.108,0.0,10.0,1.0,0.0408,125.014,4.0,waiting for tonight,0.854,1999.0
0.000736,kimara lovelace,0.735,30.0,487619.0,0.724,0.0264,10.0,0.0263,-8.678,0.0,10.0,9.0,0.0443,126.0,4.0,i luv you more,0.846,1999.0
0.0136,byron stingily,0.671,6.0,224427.0,0.724,0.000277,7.0,0.0873,-8.131,1.0,11.0,1.0,0.0469,127.981,4.0,that's the way love is,0.69,1999.0
0.0028,donna summer,0.662,13.0,202667.0,0.83,1.71e-06,11.0,0.108,-4.653,0.0,11.0,1.0,0.0869,130.038,4.0,love is the healer,0.475,1999.0
0.00535,ruff driverz,0.597,20.0,469867.0,0.982,0.843,1.0,0.0624,-7.539,1.0,11.0,2.0,0.0468,136.487,4.0,waiting for the sun,0.517,1999.0
0.0464,terry dexter,0.546,20.0,242347.0,0.618,0.0,9.0,0.0298,-7.741,0.0,11.0,4.0,0.226,143.269,3.0,better than me,0.641,1999.0
0.0137,hannah jones,0.672,20.0,229160.0,0.866,0.000488,0.0,0.331,-8.792,1.0,11.0,5.0,0.0391,127.997,4.0,was that all it was,0.916,1999.0
0.0757,pet shop boys,0.72,4.0,315467.0,0.99,7.03e-05,2.0,0.223,-4.796,0.0,12.0,1.0,0.0473,130.972,4.0,new york city boy,0.878,1999.0
0.0106,plasmic honey,0.709,4.0,536653.0,0.862,0.486,6.0,0.132,-8.137,0.0,12.0,8.0,0.0628,135.51,4.0,gotta have love,0.443,1999.0
0.000731,basement jaxx,0.638,11.0,224653.0,0.884,0.921,2.0,0.183,-6.064,1.0,12.0,1.0,0.0286,125.327,4.0,rendez-vu,0.427,1999.0
3.39e-05,new vision,0.722,11.0,417947.0,0.659,0.0208,9.0,0.0884,-8.096,1.0,12.0,5.0,0.0449,129.985,4.0,(just) me and you,0.823,1999.0
0.000133,paul johnson,0.887,18.0,194301.0,0.926,0.804,5.0,0.153,-7.453,0.0,12.0,1.0,0.0798,126.889,4.0,get get down,0.709,1999.0
0.188,miss jane,0.664,18.0,211693.0,0.973,0.168,6.0,0.128,-8.443,0.0,12.0,3.0,0.032,133.218,4.0,it's a fine day,0.834,1999.0
0.143,eurythmics,0.425,25.0,296600.0,0.442,0.0,9.0,0.0941,-5.237,1.0,12.0,1.0,0.0334,112.039,4.0,17 again,0.141,1999.0
0.0136,simply red,0.677,25.0,232733.0,0.809,0.0009,8.0,0.165,-7.322,1.0,12.0,3.0,0.062,119.982,4.0,ain't that a lot of love,0.866,1999.0
0.0548,eyes cream,0.564,8.0,344974.0,0.991,0.0846,10.0,0.759,-3.819,1.0,1.0,1.0,0.0591,132.001,4.0,fly away (bye bye),0.895,2000.0
0.00169,dawn tallman,0.786,8.0,519133.0,0.786,0.0612,0.0,0.126,-7.047,1.0,1.0,10.0,0.0494,127.994,4.0,wake up,0.429,2000.0
0.0122,jamiroquai,0.736,15.0,315800.0,0.866,0.542,1.0,0.0579,-6.729,1.0,1.0,1.0,0.0535,120.016,4.0,supersonic,0.582,2000.0
0.0175,amber,0.716,22.0,253560.0,0.848,0.00595,7.0,0.0815,-6.941,1.0,1.0,1.0,0.0508,129.961,4.0,above the clouds,0.682,2000.0
0.0243,friburn & urik,0.767,22.0,596366.0,0.886,0.408,9.0,0.0611,-7.036,1.0,1.0,4.0,0.0705,130.81,4.0,take me love me (squeeze me baby),0.781,2000.0
0.325,cher,0.674,22.0,258920.0,0.813,1.69e-06,2.0,0.122,-6.933,0.0,1.0,5.0,0.077,92.923,4.0,dov'e l'amore,0.601,2000.0
0.00015,michael moog,0.713,29.0,390107.0,0.921,0.166,1.0,0.299,-6.836,0.0,1.0,1.0,0.0461,127.977,4.0,that sound,0.558,2000.0
0.595,catapila,0.705,29.0,286693.0,0.493,0.258,9.0,0.0983,-10.782,0.0,1.0,10.0,0.0309,127.048,4.0,void (i need you),0.074,2000.0
0.00151,filter,0.541,5.0,363800.0,0.775,0.000222,2.0,0.178,-8.041,1.0,2.0,1.0,0.0297,98.992,4.0,take a picture,0.271,2000.0
0.0147,freestylers,0.779,5.0,283107.0,0.708,0.000223,6.0,0.581,-12.509,0.0,2.0,8.0,0.056,127.885,4.0,don't stop,0.839,2000.0
0.0437,everything but the girl,0.764,12.0,320400.0,0.762,0.0948,6.0,0.0296,-9.369,1.0,2.0,1.0,0.0808,124.012,4.0,temperamental,0.923,2000.0
0.398,anastacia,0.761,12.0,245400.0,0.716,0.0,10.0,0.0771,-5.8,0.0,2.0,2.0,0.056,119.406,4.0,i'm outta love,0.649,2000.0
0.14,enrique iglesias,0.631,12.0,211773.0,0.977,0.0,0.0,0.0734,-2.711,1.0,2.0,4.0,0.152,102.026,4.0,rhythm divine,0.428,2000.0
0.156,eiffel 65,0.783,12.0,284427.0,0.976,0.000311,7.0,0.364,-4.38,0.0,2.0,6.0,0.0431,127.991,4.0,blue (da ba dee),0.807,2000.0
0.102,eric clapton,0.794,12.0,259613.0,0.892,0.00147,9.0,0.137,-5.486,1.0,2.0,8.0,0.0423,127.991,4.0,(i) get lost,0.895,2000.0
0.000679,perfect phase,0.755,19.0,395000.0,0.851,0.906,4.0,0.0513,-13.209,0.0,2.0,4.0,0.0565,137.993,4.0,horny horns,0.814,2000.0
0.0109,whitney houston,0.609,26.0,259533.0,0.563,7.76e-06,5.0,0.156,-6.284,0.0,2.0,1.0,0.0328,148.949,4.0,i learned from the best,0.306,2000.0
6.39e-05,jonah,0.805,26.0,412556.0,0.725,0.924,9.0,0.0804,-7.94,0.0,2.0,2.0,0.136,136.864,4.0,ssst...(listen),0.112,2000.0
0.0862,p!nk,0.822,11.0,202800.0,0.847,0.0,10.0,0.0452,-6.729,0.0,3.0,8.0,0.0916,107.906,4.0,there you go,0.667,2000.0
0.00622,tina turner,0.688,18.0,224493.0,0.772,7.42e-05,5.0,0.073,-6.276,1.0,3.0,3.0,0.0291,114.975,4.0,when the heartache is over,0.43,2000.0
